BLACKSTOCK MIDMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ 662 098,Long,-2.561262,Lat,57.178018,Elevation,570,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,1.81,5.19,2.71,2.3,1.3,1.2,3.72,2.22,1.11,1.76,0.75,3.01,1.72,2.54,0.73,1.06,0.98,2.42,2.61,2,2.72,1.54,1.61,0.68,2.02,0.67,,,,,,,,
February,,,,,,,2.92,1.1,1.95,1.34,3.64,3.54,5.92,1.35,1.16,1.63,4.74,2.58,0.85,3.93,2.74,3.03,0.74,4.13,1.46,1.84,1.5,0.48,1.78,2.2,1.46,0.05,,,,,,,,
March,,,,,,,4.63,3.1,1.45,2.4,1.28,0.58,2.91,2.76,1.9,1.95,3.88,2.35,3.25,2.53,1.23,2.35,2.35,4.41,3.52,1.53,2.35,1.97,3.66,1.6,2.25,1.8,,,,,,,,
April,,,,,,,1.68,4.26,3.9,1.69,1.11,4.29,3.47,1.23,0.97,1.57,3.35,3.57,1.03,4.89,2.31,1.07,3.72,1.58,1.14,2.06,1.18,2.01,2.03,4.22,1.11,0.4,,,,,,,,
May,,,,,,,1.46,2.94,1.06,1.67,1.93,1.1,4.59,4.02,1.23,1.4,1.41,2.52,1.96,2.54,0.48,2.88,1.66,1.62,1.1,3.18,3.65,1.56,1.44,0.7,1.53,1.94,,,,,,,,
June,,,,,,,1.35,1.5,0.62,2.36,1.03,1.93,4.16,1.84,1.62,3.19,1.82,4.22,3.17,3.47,3.75,2.38,4.07,2.16,0.44,1.2,1.12,0.64,1.98,0.62,1.34,0.29,,,,,,,,
July,,,,,,,2.98,4.45,1.11,0.65,3.02,4.08,2.17,4.32,2.53,3.98,1.85,3.31,0.75,3.8,4.29,3.61,4.37,4.86,2.91,0.97,3.01,2.25,4.6,2.66,2.16,3.43,,,,,,,,
August,,,,,,,3.18,3.18,5.13,1.66,1.59,2.1,3.71,2.96,8.59,3.4,1.65,7.2,6.47,5.95,0.63,4.3,2.69,2.97,1.13,3.26,1.05,1.88,1.6,5.97,3.28,3.9,,,,,,,,
September,,,,,,,2.88,2.72,4.89,4.49,2.83,2,6.6,4.1,2.16,3.65,3.18,2.75,3.49,2.03,2.05,3.04,3.25,3.26,1.3,4.28,1.29,3.57,1.48,0.82,1.45,3.74,,,,,,,,
October,,,,,,,2.18,2.26,1.81,6.83,4.1,3.99,5.52,3.08,3.03,7.5,3.21,2.31,4.16,1.31,3.24,3.72,4.18,1.61,3.18,2.74,2.77,2.38,2.44,2.37,3.82,1.54,,,,,,,,
November,,,,,,,1.94,0.98,1.59,2.13,3.17,1.99,7.07,3.81,2.79,4.54,4.83,4.6,5.05,2.95,2.56,3.23,3.7,0.8,2.1,3.3,2.16,2.86,3.83,1.12,4.37,2.48,,,,,,,,
December,,,,,,,3.37,2.82,4.32,2.22,5.16,0.9,4.75,2,2.73,1.77,12.79,2.48,4.06,0.26,3.52,1.18,5.37,2.04,1.38,1.53,2.77,2.8,1,1.54,1.99,0.61,,,,,,,,
Total,,,,,,,30.38,34.5,30.54,29.74,30.16,27.7,54.59,33.69,29.82,36.34,43.46,40.9,35.96,36.2,27.53,31.85,37.08,31.86,22.27,27.89,25.57,23.94,27.45,24.5,26.78,20.85,,,,,,,,
