LEEK (THE HOLLIES),,,,,,,,,,,,
Grid ref,SK005602,Long,-1.993980,Lat,53.138952,,,,,,,
Station no,2373/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,2.62,3.88,3.69,6.10,,
February,,,,,,,2.86,7.03,0.92,2.49,,
March,,,,,,,4.17,2.06,2.21,1.62,,
April,,,,,,,0.51,1.72,3.30,1.83,,
May,,,,,,,1.70,4.19,1.00,2.26,,
June,,,,,,3.21,2.58,5.81,2.00,2.18,,
July,,,,,,5.67,5.77,5.23,2.46,5.22,,
August,,,,,,9.58,6.16,3.11,0.53,5.04,,
September,,,,,,3.12,8.05,5.76,0.20,4.62,,
October,,,,,,3.20,3.55,4.22,3.29,6.06,,
November,,,,,,2.05,2.37,1.84,4.94,5.72,,
December,,,,,,4.91,3.99,4.08,6.26,4.68,,
Total,,,,,,,44.33,48.93,30.80,47.82,,
Calc annual,0.00,0.00,0.00,0.00,0.00,31.74,44.33,48.93,30.80,47.82,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,,
