BRIDGE OF ALLAN (LANGLANDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS791972,Long,-3.947821,Lat,56.15211,Elevation,45,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.6,3.97,4.14,5.4,3.61,4.55,1.14,5.95,3.89,6.27,3.49,,1.9,4.72,5.69,4.06,3.27,4.48,5.34,6.36,3.18,2.21,4.59,2.44,0.8,3.99,2.58,2.71,5.73,3.43,1.42,4.04
February,,,,,,,,,,1.75,0.41,2.44,0.17,2.7,0.18,2.99,2.22,3.69,1.25,4.37,,4.13,1.38,3.18,1.19,6.12,2.49,1.96,4.18,3.71,3.37,2.82,0.98,1.01,3.73,2.37,1.45,3.79,2.71,1.31,3.53
March,,,,,,,,,,0.52,2.32,1.07,2.32,2.15,3.53,1.53,2.71,2.88,2.23,2.89,,2.42,3.25,1.77,0.14,2.62,2.59,3.08,2.83,1.27,2.83,2.28,2.97,1.74,3.34,1.63,2.35,3.25,1.25,2.32,2.31
April,,,,,,,,,,0.63,1.04,2.15,4.04,1.11,5.62,3.46,0.98,1.88,0.45,1.54,,1.17,3.05,2.3,2.33,1.82,0.78,6.18,2.33,2.33,2.5,2.33,1.12,2.36,1.28,1.09,0.75,1.31,1.53,3.27,3.48
May,,,,,,,,,,2.67,1.29,3.72,3.64,2.23,1.74,0.22,1.19,2.19,3.62,1.51,,2.6,3.68,4.8,2.02,4.4,1.41,3.87,2.02,1.93,1.37,1.6,2.35,1.76,5.07,2.52,1.34,2.66,2.85,1.5,3.36
June,,,,,,,,,,1.86,2.4,5.67,1.39,0.94,2.01,3.81,1.33,1.92,4.55,1.72,,0.86,1.55,2.84,2.89,3.42,2.69,4.1,5.13,1.17,1.52,1.68,2.21,2.43,2.17,0.89,3.24,2.37,3.16,1.96,2.01
July,,,,,,,,,,2.76,4.19,4.9,2.18,3.24,3.01,0.72,3.36,3.65,3.74,4.48,,3.25,1.72,2.01,2.7,4.2,3.6,4.47,3.29,1.87,6.03,3.76,2.85,4.07,,0.79,5.1,4.45,6.57,5.17,3.38
August,,,,,,,,,,4.54,6.42,1.51,0.9,1.71,3.48,2.2,2.29,3.29,3.05,1.73,,3.71,4.46,5.48,2.27,2.22,3.97,0.02,6.25,4.14,5.17,5.29,4.89,2.85,,1.07,5.85,3.57,5.37,1.25,4.33
September,,,,,,,,,,0.78,4.01,1.15,2.46,1.07,4.26,5.35,3.24,2.04,3.01,2.5,,1.48,4.99,2.89,2.79,5.96,5.78,3.86,5.32,1.16,9.32,2.85,2.23,4.57,,2.46,6.07,1.51,5.03,0.88,2.93
October,,,,,,,,,,3.99,4.5,2.14,5.63,3.09,5.32,7.13,3.39,3.68,7.57,2.72,,4.33,3.3,7,4.18,5.1,0.62,1.97,3.9,5.94,2.85,0.68,3.86,1.76,,2.98,3.53,2.82,3.69,3.23,4.69
November,,,,,,,,,,5.19,4.71,7.79,2.76,2.09,0.74,3.64,2.89,0.48,6.67,6.59,,3.04,0.65,2.04,6.68,0.27,5.75,4.15,2.32,3.12,2.58,5.75,1.73,5.57,,1.92,0.75,1.63,1.57,5.21,5.18
December,,,,,,,,,,6.95,3.87,2.42,6.78,0.61,4.96,2.39,5.49,2.62,3.14,1.77,,2.95,4.63,1.69,4.18,4.08,3.96,1.94,6.17,5.66,1.56,5.17,3.57,4.53,,6.57,4.87,4.87,6.18,5.99,4.06
Total,,,,,,,,,,33.24,39.13,39.1,37.67,24.55,39.4,34.58,35.04,32.21,45.55,35.31,,31.84,37.38,41.69,35.43,43.48,38.12,40.94,50.1,35.48,41.31,38.8,31.2,33.45,,26.87,38.01,37.96,43.34,33.51,43.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small G move 1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,15571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hd Stn,894148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
