BRECON-LLANDEFAELOG-FACH-RECT-OLD-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO033325,Long,-3.4094372,Lat,51.982514,Elevation,660,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,2.51,2.67,0.84,4.49,5.74,6.03,4.15,6.48,2.98,2.11,1.44,6.44,3.83,2.98,2.98,5.35,5.5,1.7,2.24,2.67,6.43,4.29,4.11,1.95,,,,,,,
February,,,,,,,,,,4.52,4.98,5.12,4.22,6.11,5.18,6.12,1.41,0.82,0.9,2.82,1.09,0.23,3.42,6.79,6.56,0.29,1.16,3.78,4.52,5.26,5.07,1.13,1.51,,,,,,,
March,,,,,,,,,,1.66,1.91,3.4,3.71,2.09,3.36,1.74,4.25,1.87,4.14,3.33,2.8,2.19,1.09,0.69,5.11,4.07,6.3,7.3,2.25,1.38,1.44,3.96,2.19,,,,,,,
April,,,,,,,,,,1.7,2.66,1.2,4.95,1.01,1.53,3.54,3.41,1.87,1.66,3.6,1.81,2.4,1.34,0.25,2.6,2.28,1.11,3.75,2.89,4.09,1.69,3.39,,,,,,,,
May,,,,,,,,,,3.73,2.93,3.12,2.92,1.97,2.21,3.82,6.74,2.33,1.69,3.94,2.1,3.49,2.4,3.27,2.8,0.67,0.1,1.89,5.34,2.68,2.92,1.05,,,,,,,,
June,,,,,,,,,,5.7,4.4,3.13,3.86,4.45,1.86,2.54,1.68,0.45,3.17,0.41,2.91,2.63,2.61,2.42,2.23,0.79,3.53,2.94,2.77,1.66,2.76,2.18,,,,,,,,
July,,,,,,,,,,6.31,5.87,1.21,5.88,3.4,2.26,0.77,3.13,1.7,5.11,3.75,2.22,2.27,2.09,3.48,5.52,4.17,1.73,2.09,1.62,0.87,3.13,2.32,,,,,,,,
August,,,,,,,,,,6.92,0.85,5.39,3.83,1.52,2.46,2.48,1.97,2.94,3.91,3.09,4.22,5.86,3.6,2.21,4.29,3.55,2.83,5.58,4.31,1.56,3.99,3.03,,,,,,,,
September,,,,,,,,,,4.32,1.99,2.75,3.61,4.93,3.23,5.33,3.39,3.3,1,2.49,1.91,3.26,2.81,2.14,1.95,1.22,8.21,5.28,1.15,4.1,1.17,2.67,,,,,,,,
October,,,,,,,,,,2.17,6.79,3.11,5.58,4.78,1.48,7.06,7.04,2.51,2.15,4.42,3.25,9.9,4.61,4,6.25,4.93,5.53,2.54,6.61,4.53,6.14,3.63,,,,,,,,
November,,,,,,,,,,0.81,4.69,5.33,7.25,5.48,2.78,4.66,4.42,4.14,8.14,1.85,6.09,3.92,3.1,3.08,7.41,9.45,1.74,5.1,3.89,3.58,3.79,2.37,,,,,,,,
December,,,,,,,,,,1.7,5.68,5.05,5.49,2.78,5.9,2.15,7,3.67,5.25,2.81,1.38,8.08,2.69,6.57,5.43,5.93,8.09,10.13,7.57,3.36,7.12,6.79,,,,,,,,
Total,,,,,,,,,,42.05,45.42,39.65,55.79,44.26,38.28,44.36,50.92,28.58,39.23,33.95,36.22,48.06,32.74,37.88,55.5,42.85,42.03,52.62,45.59,39.5,43.51,36.63,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is the rectory in Llandefaelog, the observer is a vicar and it has the correct relationship to the church. Altitudes match",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
