SHEFFIELD (BROOMHALL PARK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK342865,Long,-1.4864,Lat,53.3743,Elevation,330,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,3.46,3.11,0.59,3.54,3,0.99,1.5,4.85,0.76,2.01,5.49,1.19,2.35,2.78,3,2.47,3.15,2.82,1.21,4.24,2.59,1.51,2.84,1.29,5.57,2.78,0.92,0.14,0.42,3.71,5.23,4.91,2.2,4.51,2.26,0.6,1.55,3.78,2.39,2.08,1.59,2.73,4.37,,,,
February,,,,1.56,1.4,2.64,2.17,1.78,0.31,1.96,1.31,5.39,0.81,1.05,2.12,2.13,3.36,2.69,1.88,2.67,1.85,2.1,2.79,1.22,1.57,1.25,3.34,3.14,1.3,3.34,3.08,4.66,2.14,2.98,2.57,3.15,0.53,0.54,0.44,1.76,0.88,0.11,2.85,4.33,5,0.15,,,,
March,,,,1.34,0.71,1.93,0.92,2.79,1.52,3.51,2.53,5.2,4.53,0.96,3.4,0.87,2.03,2.5,2.64,1.98,2.19,1.26,2.32,2.74,1.74,0.8,5.08,2.99,0.94,1.45,1.99,4.16,1.8,1.16,2.12,1.55,3.16,1.53,4,4.47,2.58,2.04,1.1,0.5,1.6,1.97,,,,
April,,,,1.73,0.58,0.74,3.07,3.31,4.36,4.82,1.25,2.29,2.36,0.94,2.02,1.41,1.41,4,2.17,1.82,0.66,3.12,3.66,0.91,1.52,0.68,2.3,3.04,2.39,3.58,1.18,1,4.11,2.81,1.92,1.71,1.61,1.05,1.84,3.55,0.96,2.32,1.05,0.71,2.42,1.84,,,,
May,,,,2.67,2.41,1.38,3.92,1.28,2.19,0.33,2.91,0.88,3.87,1.15,1.58,3.55,0.92,2.65,0.94,5.76,0.94,1.42,2.33,2.29,0.87,1.62,1.04,4.23,4.44,2.73,2.32,2.11,1.47,1.13,1.39,2.32,7.11,1.69,0.52,3.48,3.02,3.27,3.6,2.94,1.25,1.18,,,,
June,,,,4.63,1.74,3.33,2.75,2.3,3.03,3.38,4.49,2.51,2.17,5.59,1.52,1.55,4.18,2.52,0.47,0.87,1.27,4.63,4.56,1.96,0.71,3.59,3.22,2.3,2.3,4.57,3.66,1.88,4.7,2.65,1.97,2.98,1.06,0.35,2.4,0.17,1.71,3.49,3.59,1.27,2.17,1.83,,,,
July,,,,2.92,2.11,3.5,2.21,2.46,1.83,1.49,1.77,3.69,2.08,1.94,0.54,1.91,4,3.76,0.09,0.24,0.97,3.08,6.34,1.55,0.72,4.06,1.58,2.05,0.96,3.41,5.35,1.41,3.69,2.65,4.29,0.69,3.33,1.24,5.52,2.52,2.29,1.97,2.45,2.77,3.21,3.88,,,,
August,,,,3.2,1.3,1.27,8.35,7.41,2.29,6.09,4.91,0.95,1.84,2.48,1.24,5.42,3.1,2.73,2.67,1.08,0.86,1.65,2.55,1.85,2.64,4.98,1.75,5.28,6.74,4.31,1.86,4.65,1.88,1.2,1.54,2.77,1.87,1.31,2.45,2.73,3.1,3.14,2.51,1.39,1.98,2.06,,,,
September,,,,2.53,1.05,0.99,3.71,2.96,3.79,3.17,2.5,2.19,3.85,3.16,2.07,0.13,4.87,2.46,3.32,4.95,1.63,6.4,3.84,1.95,1.72,3.49,4.11,3.06,3.22,2.47,5.01,2.2,1.87,5.19,1.25,2.6,1.36,2.19,0.78,1.68,1.39,2.13,3.32,1.14,0.78,0.74,,,,
October,,,3.05,3.75,1.41,5.32,2.53,2.2,4.98,4.25,3.07,1.25,4.41,4.07,3.73,5.83,2.98,2.84,3.37,1.45,7.87,2.74,5.42,2.44,3.15,6.35,3.18,2.55,3.2,1.07,6.11,3.97,5.22,4.12,1.34,6.98,5.21,2.15,0.72,3.43,1.24,4.06,4.89,1.77,4.83,3.35,,,,
