"BURY ST. EDMUNDS (BEET SUGAR FACTORY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1391,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,3.36,1.75,1.47,
February,,,,,,,,,1.07,0.50,0.44,
March,,,,,,,,,1.57,0.00,0.80,
April,,,,,,,,,1.01,1.00,1.56,
May,,,,,,,,,1.31,1.14,2.25,
June,,,,,,,,,2.00,0.80,0.62,
July,,,,,,,,3.40,2.69,1.53,3.57,
August,,,,,,,,2.71,1.82,1.03,1.78,
September,,,,,,,,3.73,0.48,0.90,3.29,
October,,,,,,,,2.06,2.31,2.46,0.91,
November,,,,,,,,2.47,2.05,2.82,3.96,
December,,,,,,,,2.25,2.63,3.88,1.90,
Total,,,,,,,,,22.30,17.81,22.55,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.62,22.30,17.81,22.55,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
