"SUDELEY CASTLE, RUSHLEY HOUSE",,,,,,,,,,,,
Grid ref,SP030282,Long,-1.957757,Lat,51.952283,,,,,,,
Station no,2182,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.63,2.24,0.98,1.29,2.81,4.09,2.51,2.44,4.38,5.09,,
February,4.93,0.78,1.48,2.48,1.48,0.43,3.01,3.90,0.12,2.99,,
March,5.45,2.52,1.22,2.14,1.89,0.86,2.10,1.24,3.14,2.50,,
April,3.97,2.16,2.72,0.29,0.88,1.72,0.11,0.98,3.72,1.24,,
May,3.96,2.77,2.30,2.55,5.59,1.07,1.52,3.21,1.17,2.03,,
June,0.63,2.93,2.03,2.68,4.82,1.96,0.77,4.60,1.69,2.92,,
July,0.75,0.56,4.54,2.67,0.45,1.86,3.23,2.75,2.71,3.86,,
August,4.84,4.88,3.50,4.41,0.38,4.45,4.71,2.39,1.57,3.81,,
September,2.65,1.63,4.53,2.48,1.31,3.28,3.59,4.07,0.14,5.44,,
October,0.93,3.70,2.55,3.13,1.51,1.88,1.57,3.21,2.73,6.41,,
November,7.35,3.10,0.66,6.85,3.20,0.88,2.44,3.50,3.94,4.80,,
December,2.99,2.44,0.90,3.10,3.12,3.71,3.87,3.49,6.80,3.09,,
Total,41.08,29.71,27.41,34.07,27.44,26.19,29.43,35.78,32.11,44.18,,
Calc annual,41.08,29.71,27.41,34.07,27.44,26.19,29.43,35.78,32.11,44.18,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
