GRUNDISBURGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM226496,Long,1.2486658,Lat,52.099926,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.1,1.83,2.29,0.81,2.87,2.61,2.56,2.31,1.66,1.01,1.22,3.77,1.93,0.99,1.91,1.47,3.71,1.57,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.74,0.62,0.41,1.09,1.58,4.13,1.5,1.41,2.85,0.76,2.11,0.66,1.91,1.02,0.96,2.37,2.04,1.23,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.33,3.26,0.7,2.72,2.24,1.48,1.99,1.48,2.4,1.96,0.97,3.22,1.44,0.69,0.53,2.67,2.74,1.23,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.4,2.17,0.64,0.35,0.29,1.79,2.05,1.48,0.66,0.61,3.61,2.35,1,1.36,1.13,1.53,1.91,1.37,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.26,2.85,0.79,1.79,1.88,2.4,3.73,1.01,2.58,0.75,0.59,2.82,1.9,1.51,2.36,0.98,1.83,3.72,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.11,2.18,3.72,2.1,2.05,2.3,0.69,0.44,1.14,0.42,2.51,3.74,1.69,1.31,2.68,1.83,0.67,0.83,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.02,1.46,0.79,0.44,4.1,2.45,2.91,0.31,0.37,1.36,2.77,2.72,1.73,1.28,4.33,0.93,3.24,0.56,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.94,2.62,1.25,1.29,4.29,2.35,1.08,1.6,1.2,1.76,0.65,1.59,1.33,1.14,0.61,1.32,2.47,2.62,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.53,2.03,2.34,1.27,0.05,3.9,1.3,1.41,2.93,1.49,3.74,2.03,2.45,2.95,2.21,3.81,1.08,1.36,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,0.55,2.21,2.26,1.06,7.11,0.45,2.57,1.9,2.08,3.16,0.63,4.32,2.12,1.69,4.48,1.2,1.43,1.5,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
