BRADFORD HEWENDEN RESERVOIR,,,,,,,,,,,,
Grid ref,SE072357,Long,-1.892122,Lat,53.817531,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.28,2.96,2.64,3.36,3.90,1.63,5.65,2.13,2.55,2.24,,
February,4.02,1.62,1.57,3.92,4.73,2.13,3.14,3.13,3.81,1.79,,
March,0.97,3.25,1.80,5.26,2.64,3.50,3.11,3.71,4.19,3.78,,
April,2.57,2.92,1.94,2.05,2.62,2.82,2.12,2.87,2.65,3.85,,
May,1.76,1.22,3.02,3.52,3.62,0.77,3.64,3.47,2.80,2.76,,
June,4.06,1.22,1.65,1.39,1.57,2.94,2.14,5.90,1.83,3.13,,
July,2.87,1.65,3.02,4.36,1.97,1.75,2.69,2.54,4.34,5.20,,
August,5.92,2.10,3.64,4.17,4.57,5.44,4.89,2.99,3.15,3.47,,
September,1.04,1.39,1.80,5.33,0.81,2.10,0.82,0.72,3.20,3.84,,
October,4.60,2.49,4.26,10.72,1.11,3.49,6.25,5.34,2.15,4.15,,
November,4.37,5.88,3.04,2.72,3.62,4.79,4.46,3.08,2.96,1.82,,
December,4.88,5.93,3.80,2.07,2.68,1.00,3.95,4.79,2.58,6.43,,
Total,42.34,32.63,32.18,48.87,33.84,32.36,42.86,40.67,36.21,42.46,,
Calc annual,42.34,32.63,32.18,48.87,33.84,32.36,42.86,40.67,36.21,42.46,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
