BRADFORD HEWENDEN RES. (OLD GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE072355,Long,-1.891366,Lat,53.816182,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3276/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,2.27,6.1,3.21,3.52,3.35,3.22,1.02,5.34,4.05,4.39,5.77,1.02,5.89,5.6,1.2,0.62,0.52,4.3,6.32,6.39,2.22,6.76,1.97,1.59,1.9,4.97,2.53,3.13,1.03,5.54,4.13,1.49,2.55,3.76,6.84,5.4,3.23,3.21,4.03,4.22,1.85,6.47,2.22,2.97,2.51,6.82,1.73,5.44,4.56,3.17,6.16,4.67,2.8,3.19,6.37,5.22,7.89,4.84,,,,,,,,
February,,,,,,1.24,6.25,4.21,3.61,4.86,2.03,3.07,3.1,1.41,1.65,1.06,4.99,3.96,1.55,3.17,3.97,4.88,3.01,2.91,3.4,3.64,0.76,0.63,0.67,2.38,0.78,0.14,3.13,4.71,7.29,0.51,1.86,3.55,4.71,2.6,5.71,1.77,1.65,5.26,4.87,2.46,3.54,3.31,4.01,1.93,5.41,5.75,2.28,1.58,3.32,6.12,5.82,0.58,6.35,1.97,3.53,0.26,5,,,,,,,,
March,,,,,,1.5,1.45,1.59,4.32,1.38,1.94,1.08,3.56,3.68,4.57,0.84,4.74,4.02,2.23,1.73,3.33,4.58,4.04,1.25,2.88,2.07,3.16,2.25,3.75,2.05,3.24,2.41,1.27,1.08,4.23,3.3,6.43,7.03,1.58,2.7,0.98,4.14,2.08,6.17,2.83,4.03,3.42,3.98,4.37,3.88,1.23,2.49,5.08,6.05,4.71,0.83,4.37,3.4,1.86,5.69,3.76,3.38,3.12,,,,,,,,
April,,,,,,0.94,1.02,3.74,1.51,1.57,1.13,3.96,4.09,0.42,1.99,1.61,2.77,3.67,1.82,2.77,1.73,1.49,4.92,3.3,1.56,2.55,2.96,1.28,2.88,3.35,1.13,2.33,1.65,0.98,2.82,2.85,2.23,3.15,3.61,3.56,2.69,3.21,2.19,2.63,3.08,3.27,2.09,3.02,2.81,4.08,3.86,1.68,0.91,4.01,1.94,1.84,2.72,2.26,1.08,2.2,5.75,1.33,3.82,,,,,,,,
May,,,,,,1.79,0.97,3.47,1.22,5.22,1.45,1.88,1.83,2.24,1.63,2.01,0.87,3.08,5.35,1.45,2.74,2.72,1.54,1.11,2.45,2.98,5.48,2.28,1.27,2.59,3.76,2.92,4.11,2.45,2.23,0.9,0.82,1.35,3.04,3.25,1.93,1.22,3.22,3.7,2.8,0.9,3.78,3.63,2.91,2.73,3.34,1.06,3.21,3.34,1.37,1.96,2.66,2.3,4.56,2.64,5.02,1.92,1.16,,,,,,,,
June,,,,,,1.35,3.96,2.31,0.3,0.66,1.86,3.21,5.89,1.41,1.46,3.7,3.08,1.99,3.77,5.78,2.89,2.26,5.05,3.3,1.17,3.79,1.79,0.2,2.19,0.72,3.76,1.59,4.49,2.36,3.65,2.52,7.06,4.18,2.92,2.59,4.28,1.22,1.65,1.42,1.61,2.98,2.29,6.16,1.98,3.24,2.67,4.03,6.8,1.63,2.45,0.88,3.38,2.41,2.15,1.18,2.16,0.13,1.76,,,,,,,,
July,,,,,,1.47,5.34,4.22,0.73,0.64,0.45,3.67,3.38,3.02,3.72,5.2,2.86,4.93,1.77,5.08,5.53,5.17,4.26,3.34,5.11,1.28,4.97,1.96,5.38,2.95,2.16,2.96,2.53,3.68,3.72,6.22,2.32,1.11,1.15,1.57,2.83,1.68,3.15,4.43,2,1.82,2.82,2.6,4.55,4.61,3.09,0.35,5.87,0.89,2.98,4.97,2.23,1.75,4.99,2.8,6.89,2.72,4.97,,,,,,,,
August,,,,,,4.78,4.37,1.75,3.53,1.65,1.69,1.63,4.05,3.35,4.4,3.78,3.35,4.2,7.03,4.45,2.04,4.91,2.15,1.76,1.11,1.3,2.15,1.67,3.45,4.46,5.05,6.44,3.15,2.6,3.62,4.74,1.82,3.92,4.33,1.64,6.07,2.31,3.77,4.58,4.78,5.74,5.75,3.11,3.88,3.55,4.77,2.13,6.63,1.25,2.34,6.33,2.59,6.17,2.29,2.92,1.91,5.22,6.07,,,,,,,,
September,,,,,,0.31,7.26,2.68,3.75,5.06,1.93,4.24,5.72,2.12,4.19,5.65,4.33,3.64,4.72,2.03,4.02,2.96,1.96,6.96,2.44,5.18,2.98,4.39,0.77,1.87,1.94,3.2,3.17,2.6,0.73,2.08,6.58,4.84,0.92,6.46,1.05,1.46,1.97,5.89,0.91,2.14,0.91,0.73,3.48,3.92,0.25,3.51,1.92,1.86,2.51,0.85,2.01,1.97,10.47,1.76,1.87,1.6,4.6,,,,,,,,
October,,,,,,5.72,2.11,2.69,3.84,2.15,8.88,3.34,5.13,4.87,4.62,6.06,2.78,5.74,4.7,1.95,3.92,5.13,5.08,5.48,2.62,6.63,6.94,2.94,1.48,5.54,2.33,4.93,7.58,3.65,6.59,4.55,5.76,1.93,6.04,3.35,4.96,2.71,4.66,11.45,1.38,3.85,6.68,5.66,2.22,4.37,3.65,4.27,4.37,2.61,2.46,2.03,8.42,7.96,2.97,2.48,2.43,2.43,0.94,,,,,,,,
