Rainfall at,BRADFORD HEWENDEN RESERVOIR
,
Station no,,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,5.22,7.89,4.84,,,,,,,,,
February,3.53,0.26,5.00,,,,,,,,,
March,3.76,3.38,3.12,,,,,,,,,
April,5.75,1.33,3.82,,,,,,,,,
May,5.02,1.92,1.16,,,,,,,,,
June,2.16,0.13,1.76,,,,,,,,,
July,6.89,2.72,4.97,,,,,,,,,
August,1.91,5.22,6.07,,,,,,,,,
September,1.87,1.60,4.60,,,,,,,,,
October,2.43,2.43,0.94,,,,,,,,,
November,2.87,2.52,2.02,,,,,,,,,
December,4.52,6.57,4.17,,,,,,,,,
Total,45.93,35.97,42.47,,,,,,,,,
Calc annual,45.93,35.97,42.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
