"TURTON (TURTON TOWER)",,,,,,,,,,,,
Grid ref,SD731153,Long,-2.408275,Lat,53.633526,,,,,,,
Station no,2872/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.22,5.48,2.44,5.00,3.49,7.43,4.76,4.40,3.81,7.46,,
February,3.79,2.37,1.93,4.40,2.76,1.28,3.96,9.21,0.74,3.87,,
March,5.54,3.00,3.06,3.64,2.37,1.97,4.61,2.64,2.43,1.62,,
April,2.67,4.44,3.58,1.14,3.39,3.30,0.89,1.90,4.07,3.43,,
May,2.40,2.76,2.89,3.36,4.89,2.08,2.54,5.60,1.99,2.75,,
June,1.49,4.51,2.91,4.19,3.90,2.91,2.72,5.16,2.93,1.60,,
July,3.95,2.99,6.88,8.61,1.21,7.73,7.27,4.63,5.01,9.34,,
August,4.89,6.04,5.59,7.40,1.49,12.57,7.98,5.05,0.58,7.03,,
September,3.92,5.24,5.72,6.54,4.74,4.35,8.81,5.57,0.40,4.03,,
October,0.92,5.22,2.31,9.79,2.87,3.95,8.18,5.63,6.14,5.50,,
November,9.57,3.11,6.50,8.38,2.76,1.82,2.39,2.56,5.54,9.10,,
December,11.18,5.43,2.28,7.50,8.54,5.34,6.36,5.27,10.34,6.40,,
Total,55.54,50.59,46.09,69.95,42.41,54.73,60.47,57.62,43.98,62.13,,
Calc annual,55.54,50.59,46.09,69.95,42.41,54.73,60.47,57.62,43.98,62.13,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,,
