Rainfall at,HALLINGTON RES.
,
Station no,3573,
,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,3.69,3.34,2.83,1.23,4.47,1.91,1.74,7.54,1.62,2.04,
February,4.59,1.37,1.86,1.55,1.99,0.77,3.73,1.73,1.27,3.68,
March,2.86,1.25,0.87,0.36,0.41,1.35,4.04,0.79,0.62,0.97,
April,1.46,1.12,1.34,2.03,1.76,0.58,3.20,1.75,1.30,1.88,
May,2.05,1.11,3.32,2.39,3.92,1.88,2.09,1.59,0.86,1.38,
June,0.40,1.01,2.36,1.84,2.94,2.30,2.94,3.37,0.73,1.67,
July,1.09,2.86,2.13,2.34,1.45,3.55,3.56,1.03,2.13,3.25,
August,3.68,3.30,4.29,2.11,1.14,3.83,0.18,4.60,2.33,4.37,
September,0.50,2.63,2.70,6.43,1.59,3.59,1.19,3.04,2.12,3.57,
October,3.34,2.85,3.11,2.79,2.89,0.53,0.73,1.53,2.97,1.56,
November,2.76,0.41,2.04,6.72,0.53,4.15,2.87,2.24,3.31,4.76,
December,0.59,2.21,1.29,1.70,1.47,1.65,2.80,1.87,3.69,2.01,
Total,27.01,23.46,28.14,31.49,24.56,26.09,29.07,31.08,22.95,31.14,
Calc annual,27.01,23.46,28.14,31.49,24.56,26.09,29.07,31.08,22.95,31.14,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,
