"SELKIRK, WHITMUIR HALL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT504273,Long,-2.787453,Lat,55.536887,Elevation,809,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,2.49,2.4,1.16,2.25,2.79,1.95,1.53,3.21,2.3,3.26,2.67,3.27,4.95,2.88,1.63,2.95,2.4,3.89,3.88,6.44,,3.66,2.41,3.55,3.6,2.79,1.41,4.55,3.64,4.34,5.45,1.77,2.8,,,,,,,,,
February,,,,,,,,,,1.77,3.2,2.37,2.82,1.6,3.17,3.08,4.13,1.14,2.54,1.84,2.9,0.31,2.87,4.5,1.04,4.37,3.66,1.6,2.34,,0.74,2.58,0.76,2.91,0.12,2.05,3.41,3.37,1.14,2.27,1.2,4.59,,,,,,,,,
March,,,,,,,,,,5.3,1.31,2.51,2.83,3.61,3.47,2.57,4.35,1.37,0.77,2.12,4,3.5,2.03,1.17,0.94,1.48,1.47,2.58,,,2.47,1.35,2.91,1.2,3.32,1.2,2.71,2.86,0.92,3.33,3.28,3.19,,,,,,,,,
April,,,,,,,,,,3.35,3.01,2.06,0.21,3.2,0.89,1.04,2.52,3.27,0.66,2.17,2.27,0.42,2.57,2.21,1.67,2.84,2.27,1.95,,,1.57,2.84,2.77,1.56,4.25,2.86,1.46,1.67,0.29,1.09,2.19,1.78,,,,,,,,,
May,,,,,,,,,,2.09,1.48,1.12,1.21,3.36,1.96,1.52,3.98,2.15,2.49,1.62,3.29,2.14,1.08,2.37,3.98,5.99,2.8,1.86,,,1.29,3.34,2.12,1.71,2.28,1.03,1.18,4.29,3.29,1.12,1.96,2.37,,,,,,,,,
June,,,,,,,,,,1.89,1.09,2.79,5.11,1.29,2.11,1.23,1.44,1.86,0.51,1.3,1.26,0.66,1.45,1.21,1.66,0.54,4.81,3.55,,,2.59,6.3,1.21,1.52,2.32,3.96,2.17,1.71,3.08,2.35,0.97,0.95,,,,,,,,,
July,,,,,,,,,,2.46,4.83,0.78,3.63,0.76,2.25,2.82,5.14,1.87,4.23,0.74,4.19,3.6,4.43,2.02,4.71,1.26,2.64,3.79,,,5.07,2.75,4.32,3.5,2.26,1.21,5.12,3.65,4.12,3.13,6.29,1.87,,,,,,,,,
August,,,,,,,,,,2.1,5.37,1.3,5.37,1.68,1.87,4.11,5.02,7.01,2.58,2.9,4.51,5.67,2.77,5.37,4.15,4.03,3.31,5.2,,,6.17,4.65,1.46,0.97,3.69,2.79,1.77,3.8,2.25,1.42,0.98,3.81,,,,,,,,,
September,,,,,,,,,2.22,2.1,0.57,1.06,2.74,2.16,1.02,2.19,2.07,1.8,5.75,2.04,1.66,1.37,2.23,2,4.04,5.6,3.94,9.24,,,3.22,1.19,4.28,1.35,3,4.31,3.42,2.34,2.08,2.02,2.76,0.91,,,,,,,,,
October,,,,,,,,,2.04,4.67,3.26,2.58,3.4,3.28,1.51,1.94,5.7,3.73,3.96,3,1.86,3.27,2.87,2.5,2.94,3.09,4.84,3.9,,2.93,5.07,1.92,5.36,3.52,5.09,6.48,2.82,3.52,5.68,3.61,3.16,3.65,,,,,,,,,
November,,,,,,,,,1.45,0.8,3.32,4.51,1.81,2.11,4.15,1.94,4.44,2.44,1.63,4.46,2.24,1.75,0.75,2.77,1.57,1.19,6.76,2.16,,3.7,3.64,5.41,1.92,1.77,2.23,4,4.04,0.69,5.86,4.19,3.66,3.64,,,,,,,,,
December,,,,,,,,,1.08,3.83,2.51,4.56,3.69,1.99,5.11,6.14,3.05,2.13,1.99,4.47,3.68,3.09,2.98,2.51,4.94,3.05,0.35,1.57,,5.64,3.45,1.62,4.72,0.76,4.52,1.5,3.26,4.79,3.71,1.24,3.33,0.93,,,,,,,,,
Total,,,,,,,,,,32.85,32.35,26.8,35.07,27.83,29.46,30.11,45.05,31.07,30.37,29.33,35.13,30.73,28.91,30.26,34.59,35.84,40.74,41.28,,,38.94,36.36,35.38,24.37,35.87,32.8,35.91,36.33,36.76,31.22,31.55,30.49,,,,,,,,,
