KENSINGTON-EDITH-ROAD-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ241785,Long,-0.21384269,Lat,51.491835,Elevation,13,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,3.74,1.23,0.83,0.76,2.19,1.56,0.57,1.49,2.95,1.64,0.69,1.99,0.76,2.14,2.86,0.6,0.62,2.03,2.27,1.03,3.13,0.59,1.56,0.62,1.38,1.25,3.73,2.17,0.44,3.61,,,,
February,,,,,,,0.57,0.47,0.78,1.97,0.98,0.01,1.27,2.36,1.63,0.12,0.28,2.44,1.18,1.98,3.58,1.14,0.95,0.71,2.26,0.63,1.55,1.01,1.08,0.41,2.3,1.19,1.56,0.73,2.17,2.97,,,,
March,,,,,,,1.33,1.67,3.05,1.23,1.51,1.97,1.01,0.31,0.91,1.27,2.99,3.47,1.44,0.47,0.83,1.84,1.47,1.99,1.54,2.89,0.99,0.76,2.17,2.53,0.92,1.45,2.48,1.97,3.81,0.72,,,,
April,,,,,,,1.35,1.48,2.16,1.91,1.68,1.15,1.02,0.12,1.69,1.55,0.62,1.44,0.96,2.3,0.74,1.84,0.44,1.76,1.04,1.59,0.64,3.07,2.16,1.56,1.12,1.65,0.1,2.54,0.62,1.16,,,,
May,,,,,,,5.09,1.64,1,3.06,1.3,2.42,1.62,0.91,1.85,0.46,0.22,1.33,2.31,1.17,1.01,0.49,2.26,3.06,2.08,1.28,1.13,1.52,1.38,1.67,1.89,1.12,1.19,1.62,1.77,3.4,,,,
June,,,,,,,1.01,1.05,2.37,1.8,2.52,1.31,2,0.74,1.92,0.34,1.81,1.69,1.1,1.7,1.69,1.67,3.79,6.13,0.71,5.43,3.37,2.92,1.67,3.89,2.35,2.28,3.18,0.32,1.49,0.62,,,,
July,,,,,,0.43,2.43,0.76,5.1,3.23,4.19,2.75,1.59,3.41,2.57,3.87,0.93,0.54,0.72,1.24,0.98,1.7,1.28,4.25,1.83,0.64,0.69,1.23,2.93,2.96,2.24,0.52,1.21,1.56,1.36,3.55,,,,
August,,,,,,0.8,0.76,2.65,3.03,1.63,1.69,3.96,3.2,1.4,2.6,3.43,1.92,3.11,1.13,0.54,2.95,1.72,2.96,3.92,1.72,3.2,0.57,1.8,2.54,1.56,2.23,0.62,5.08,1.38,1.39,3.7,,,,
September,,,,,,4,1.85,1.8,1.23,1.51,0.93,1.39,2.16,0.95,1.49,1.31,5.12,2.78,0.4,2.28,0.65,1.35,1.1,2.84,1.16,1.55,1.79,0.6,1.09,2.55,0.54,1.57,1.94,1.55,0.81,1.86,,,,
October,,,,,,3.4,2.33,1.33,1.21,3.74,0.96,5.33,3.54,4.02,4.31,2.97,2.68,0.62,3.38,1.94,1.67,1.93,1.45,5.31,1.56,1.14,3.15,2.74,1.98,3.68,1.97,2.87,1.93,3.17,1.1,1.98,,,,
November,,,,,,3.26,2.51,3.29,4.12,0.68,1.53,2,2.53,1.82,2.59,2.94,1.1,1.01,2.12,3.93,1.65,0.51,1.73,1.76,1.53,2.96,3.89,1.89,0.49,0.59,2.72,3.09,1.43,2.08,2.69,2.01,,,,
December,,,,,,1.06,3.84,1.35,1.08,1.2,0.61,2.82,1.17,2.07,2.04,2.12,3.48,1.83,2.2,1.21,2.28,2.89,1.27,1.28,1.81,0.58,1.87,3.09,1.79,2.26,3.14,4.1,2.65,0.76,6.02,5.09,,,,
Total,,,,,,,26.81,18.72,25.96,22.72,20.09,26.67,21.68,19.6,26.55,22.02,21.84,22.25,17.7,20.9,20.89,17.68,19.32,35.04,19.51,22.92,22.77,21.22,20.84,24.28,22.8,21.71,26.48,19.85,23.67,30.67,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is 30 Edith Road where the oberver, G Searle lived. Altitudes match",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
