"DANBY (BOLTON HALL)",,,,,,,,,,,,
Grid ref,NZ696040,Long,-0.928727,Lat,54.426676,,,,,,,
Station no,3468/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.73,3.09,1.60,3.03,,,,,,,,
February,4.65,1.28,2.28,3.52,,,,,,,,
March,4.61,3.31,0.48,3.29,,,,,,,,
April,2.31,2.07,3.96,0.30,,,,,,,,
May,5.13,1.76,3.15,4.13,,,,,,,,
June,2.04,1.78,4.40,2.34,,,,,,,,
July,2.04,2.23,3.77,,,,,,,,,
August,7.39,3.37,2.94,,,,,,,,,
September,1.95,6.71,2.51,,,,,,,,,
October,1.94,5.67,3.66,,,,,,,,,
November,7.83,4.90,2.91,,,,,,,,,
December,4.93,3.57,1.70,,,,,,,,,
Total,47.55,39.74,33.36,,,,,,,,,
Calc annual,47.55,39.74,33.36,16.61,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
