"STRADISHALL AIRFIELD",,,,,,,,,,,,
Grid ref,TL723517,Long,0.516199,Lat,52.136730,,,,,,,
Station no,1339/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,2.59,2.59,,
February,,,,,,,,,0.17,1.31,,
March,,,,,,,,,2.05,1.72,,
April,,,,,,,,,2.23,0.48,,
May,,,,,,,,,0.30,0.86,,
June,,,,,,,,,1.15,2.20,,
July,,,,,,,,,2.23,3.42,,
August,,,,,,,,,0.76,3.18,,
September,,,,,,,,,0.07,3.66,,
October,,,,,,,,,2.21,5.72,,
November,,,,,,,,,1.64,3.01,,
December,,,,,,,,,4.49,3.17,,
Total,,,,,,,,,19.89,31.32,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.89,31.32,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
