"COLNE (LANESHAW RES.)",,,,,,,,,,,,
Grid ref,SD943414,Long,-2.088166,Lat,53.868778,,,,,,,
Station no,3073,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.23,5.23,0.98,3.97,2.54,5.07,3.77,3.32,3.19,5.14,,
February,4.01,1.59,1.70,2.88,2.30,1.45,3.15,5.74,0.39,2.92,,
March,4.99,2.41,2.01,2.82,2.39,1.88,4.51,1.93,1.81,1.55,,
April,2.57,3.41,3.51,0.75,1.63,3.12,0.63,1.28,3.26,2.73,,
May,4.27,3.79,2.12,3.85,3.52,1.81,1.30,5.45,1.34,1.58,,
June,1.89,3.23,2.48,2.60,2.84,3.02,2.30,5.19,2.96,1.00,,
July,3.78,1.99,5.79,4.89,1.11,4.35,5.20,3.90,2.52,7.18,,
August,4.12,5.99,5.51,8.64,1.10,8.86,5.97,3.96,0.98,4.76,,
September,3.08,4.91,3.92,5.43,2.83,4.28,5.23,4.79,0.35,2.84,,
October,1.78,4.14,2.21,7.92,3.50,2.28,5.46,4.37,5.41,4.52,,
November,9.98,1.80,5.31,7.13,2.61,1.49,2.01,1.36,5.40,6.96,,
December,8.55,3.46,2.24,6.21,6.00,4.34,5.26,4.62,8.68,4.66,,
Total,53.25,41.95,37.78,57.09,32.37,41.95,44.79,45.91,36.29,45.84,,
Calc annual,53.25,41.95,37.78,57.09,32.37,41.95,44.79,45.91,36.29,45.84,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
