"COLNE LANESHAW RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3073,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.80,7.03,3.46,3.24,2.71,3.40,4.18,3.01,9.33,1.76,6.48,
February,3.19,0.31,3.96,5.88,0.73,6.16,3.38,1.71,5.26,0.70,0.82,
March,3.05,3.36,2.31,2.04,1.24,1.09,1.66,3.51,2.83,1.02,2.42,
April,4.72,1.10,3.02,3.65,1.68,2.45,1.36,2.65,1.04,0.98,3.52,
May,4.89,1.67,1.46,3.14,4.79,3.69,3.70,1.33,1.32,2.58,1.67,
June,2.25,0.08,2.26,1.00,2.84,0.01,2.88,3.65,5.45,1.43,1.60,
July,5.84,1.84,4.43,3.75,3.90,1.42,2.50,4.94,1.80,2.59,7.27,
August,2.09,6.20,5.79,5.17,4.51,4.57,3.64,6.32,4.94,4.16,6.15,
September,1.95,1.72,3.91,4.66,4.39,2.52,3.28,5.32,0.90,1.49,3.61,
October,2.23,2.72,0.93,5.20,4.07,4.66,4.18,4.03,5.59,4.82,4.88,
November,2.40,2.45,1.68,5.34,3.10,2.26,6.48,4.55,5.90,6.55,5.43,
December,3.05,5.62,3.29,3.16,4.15,4.11,1.34,1.82,2.38,9.18,3.62,
Total,39.46,34.10,36.50,46.23,38.11,36.34,38.58,42.84,46.74,37.26,47.47,
Calc annual,39.46,34.10,36.50,46.23,38.11,36.34,38.58,42.84,46.74,37.26,47.47,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,
