CARDIFF PARK PLACE,,,,,,,,,,,,
Grid ref,ST183769,Long,-3.178010,Lat,51.485128,,,,,,,
Station no,RR6347,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,2.59,1.52,,
February,,,,,,,,,2.12,1.02,,
March,,,,,,,,,2.97,4.38,,
April,,,,,,,,,2.78,2.71,,
May,,,,,,,,,1.88,1.71,,
June,,,,,,,,,0.62,2.28,,
July,,,,,,,,,3.57,2.65,,
August,,,,,,,,,4.89,3.22,,
September,,,,,,,,,5.08,3.52,,
October,,,,,,,,,2.81,6.83,,
November,,,,,,,,,1.31,1.63,,
December,,,,,,,,,3.55,6.86,,
Total,,,,,,,,,34.17,38.33,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.17,38.33,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
