"LOCH COULTER",,,,,,,,,,,,
Grid ref,NS757858,Long,-3.997208,Lat,56.048874,,,,,,,
Station no,5352/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.58,4.40,1.50,4.99,3.15,3.72,9.00,6.30,2.31,5.69,,
February,3.10,1.67,2.10,4.48,3.05,1.44,3.40,2.06,2.53,4.27,,
March,3.26,4.88,1.94,4.66,1.90,2.34,5.76,1.83,3.40,2.34,,
April,4.91,2.15,1.81,1.83,2.29,1.15,2.94,1.41,4.33,4.76,,
May,1.68,2.16,2.50,4.53,3.93,2.97,3.06,4.15,1.32,3.73,,
June,3.26,3.75,2.43,3.99,2.09,3.82,2.06,3.86,2.93,3.22,,
July,5.00,2.08,7.49,2.68,1.29,4.20,4.90,7.43,6.71,5.03,,
August,7.00,5.06,2.74,4.93,1.55,7.15,4.89,5.64,1.45,3.84,,
September,4.71,3.10,5.38,7.90,4.58,7.11,3.12,4.29,1.23,3.60,,
October,1.22,4.03,2.32,10.70,3.63,5.36,5.70,4.83,5.18,5.00,,
November,7.03,2.15,8.50,7.49,2.34,1.16,1.63,2.09,7.26,6.66,,
December,6.88,4.67,6.43,7.68,8.45,6.29,7.31,6.56,9.11,7.04,,
Total,53.63,40.10,45.14,65.86,38.25,46.71,53.77,50.45,47.76,55.18,,
Calc annual,53.63,40.10,45.14,65.86,38.25,46.71,53.77,50.45,47.76,55.18,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
