"MAUCHLINE (HILLHEAD TANK)",,,,,,,,,,,,
Grid ref,NS494283,Long,-4.387274,Lat,55.525139,,,,,,,
Station no,5256/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.74,4.94,3.43,4.78,2.69,2.98,4.59,3.41,1.57,4.15,,
February,2.62,2.26,1.04,2.54,1.49,1.56,2.50,4.40,2.09,3.60,,
March,3.60,1.48,0.95,2.31,1.52,2.43,4.38,0.81,2.18,3.02,,
April,2.44,1.83,2.14,1.48,2.62,1.04,2.72,1.66,2.78,2.92,,
May,2.04,1.64,1.90,3.13,3.41,1.99,2.13,3.41,1.41,1.56,,
June,1.77,2.91,1.33,4.33,2.95,2.78,3.56,2.77,3.30,1.76,,
July,4.84,4.97,6.07,6.15,1.32,5.68,5.86,5.52,6.61,3.34,,
August,4.16,4.12,3.42,5.83,1.75,7.11,5.11,5.75,0.98,2.87,,
September,3.78,3.32,4.26,6.20,4.46,3.45,3.50,3.85,1.64,2.87,,
October,1.86,3.71,2.80,10.35,2.63,3.71,5.11,3.95,7.52,2.31,,
November,5.15,2.62,6.94,5.70,1.90,2.58,2.20,1.85,4.47,5.58,,
December,7.19,3.69,4.69,6.47,7.42,5.40,4.58,4.69,5.11,5.45,,
Total,43.19,37.49,38.97,59.27,34.16,40.71,46.24,42.07,39.66,39.43,,
Calc annual,43.19,37.49,38.97,59.27,34.16,40.71,46.24,42.07,39.66,39.43,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
