SCOUT MOOR RESERVOIR NO.1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD827197,Long,-2.2633461,Lat,53.673481,Elevation,1275,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,3.58,1.1,4.15,4.07,2.94,4.8,2.78,1.61,3.05,3.81,3.7,5.99,3.44,2.69,3.1,2.57,4.05,3.21,10.11,1.36,6.67,6.39,7.19,3.68,4.44,2.74,5.42,4.66,7.15,6.34,2.51,1.59,,,,,,,,,
February,3.39,4.16,2.22,1.43,3,4.44,3.39,1.03,5.31,1.11,3.14,0.45,3.71,5.14,0.81,4.99,4.33,2.14,3.76,0.97,0.62,5.99,0.27,5.08,0.55,8.17,2.85,6.43,2.86,6.09,2.5,5.79,,,,,,,,,
March,0.97,1.66,5.7,4.77,4.68,1.35,2.23,2.41,2.01,4.17,3.02,2.86,2.44,2.15,1.65,1.24,1.44,3.7,3.48,1.32,3.56,0.8,3.36,3.53,3.27,1.91,3.13,2.02,1.93,3.37,3.58,4.28,,,,,,,,,
April,2.63,2.23,0.71,4.7,1.62,1.45,2.71,1.32,1.02,2.34,5.53,1.47,2.77,3.58,2.04,2.32,1.64,2.9,1.39,1.17,3.18,4.1,4.47,2.3,2.99,4.31,1.27,4.38,0.98,2.64,3.71,2.64,,,,,,,,,
May,2.81,3.42,2.83,3.8,2.24,1.98,2.78,2.57,3.71,2.15,6.56,2.96,1.97,3.52,5.92,5.04,3.65,1.74,1.53,2.7,2.03,3.79,5.91,2.81,4.65,1.07,1.03,2.68,5.06,2.04,0.94,3.71,,,,,,,,,
June,3.71,4.33,6.91,2.51,2.23,1.16,3.18,2.92,1.89,1.67,3.44,0.35,2.22,0.95,2.67,0.1,3.12,4.93,6.78,1.45,2.2,8,1.42,2.64,3.74,4.75,5.11,2.61,6.05,4.38,1.09,0.48,,,,,,,,,
July,4.89,0.46,5.18,1.42,5.45,4.69,2.55,2.04,4.9,2.73,8.12,1.57,4.98,4.11,5.05,2.36,2.8,5.35,1.63,2.94,8.38,6.46,5.68,5.06,2.92,2.51,5.82,3.23,6.26,9.47,4.35,3.86,,,,,,,,,
August,7.81,3.06,8.9,1.98,4.11,5.24,4.58,7.48,3.87,4.47,3.01,5.8,4.92,6.25,8.05,4.83,4.72,8.28,5.83,5.46,9.05,7.08,1.52,2.66,4.99,2.33,3.88,4.97,5.15,3.35,3.18,8.94,,,,,,,,,
September,0.33,3.94,2.01,2.22,4.31,1.15,2.75,2.11,12.65,2.16,2.29,1.76,4.52,4.97,5.34,4.57,4.24,6.06,0.7,2.37,5.95,4.51,6.65,2.09,4.99,10.07,6.51,2.44,2.86,1.58,6.28,1.38,,,,,,,,,
October,3.69,4.01,5.17,2.74,3.16,2.69,7.38,7.33,3.73,3.29,1.96,3.36,0.71,5.2,5.3,6.39,3.43,4.95,6.14,6.96,7.58,3.26,9.05,7.22,7.81,12.03,6.81,2.88,15.63,2.97,6.45,6.26,,,,,,,,,
November,4.74,3.79,2.87,4.96,5.29,1.56,3.3,3.45,2.48,2.89,1.94,2.68,2.87,4.85,2.33,2.51,6.45,4.46,6.19,7.99,7.48,9.97,4.49,3.19,2.59,6.45,7.05,2.23,8.45,9.62,10,4.24,,,,,,,,,
December,4.15,5.88,3.93,1.97,5.44,8.09,2.69,1.54,7.56,6.55,3.56,4.58,3.64,3.68,4.35,2.35,1.48,1.94,2.79,7.59,4.72,3.09,3.48,0.76,8.41,4.87,6.24,2.71,6.26,4.39,6.06,3.68,,,,,,,,,
Total,42.7,38.04,50.58,36.57,44.47,38.6,40.32,35.81,52.18,37.34,46.27,33.83,38.19,47.09,46.61,39.27,41.35,49.66,50.33,42.28,61.42,63.44,53.49,41.02,51.35,61.21,55.12,41.24,68.64,56.24,50.65,46.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
