HINCKLEY-BOWLING-GREEN-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP434941,Long,-1.361487,Lat,52.543032,Elevation,430,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2497/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1,3.09,3.78,3.26,5.66,2.98,3.61,3.12,4.16,2.67,2.38,1.96,1.81,3.91,1.11,0.5,2.63,2.3,1.17,1.01,2.02,4.1,1.31,2.9,3.3,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.5,2.54,3.32,0.66,1.26,3.1,2.5,1.12,1.11,1.47,2.19,2.78,1.69,1.36,0.81,4.13,2.96,0.51,1.61,2.54,2.26,0.77,2.6,3.87,0.05,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.69,1.93,3.03,0.29,1.73,2.05,2.5,1.95,1.11,0.26,0.78,0.98,6.94,1.05,1.57,1.19,3.84,2.64,1.46,2.25,2.76,0.92,2.43,1.68,2.14,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,3.36,1.99,3.31,0.06,1.87,2.38,1.36,1.6,0.77,1.84,0.82,2.31,2.07,1.66,2.32,1.7,1.97,1.96,2.3,0.5,1,0.84,0.17,1,2.95,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.46,1.45,2.57,1.48,1.44,1.4,2.54,3.5,2.77,0.83,3.09,1.82,1.39,2.19,2.82,2.02,3.53,3.87,1.51,2.07,4.01,0.71,1.65,1.93,0.65,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,3.62,4.17,0.64,1.41,1.57,1.88,1.68,0.1,2.23,1.73,2.86,3.39,1.37,1.9,0.53,2.4,1.71,1.77,2.75,3.05,2.62,3.19,1.2,4.86,1.29,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.72,6.16,3.04,3.04,5.19,3.02,4.49,1.89,1.38,2.3,2.39,1.85,2.14,2.35,2.98,1.9,1.1,0.37,2.8,2.67,1.51,2.5,2.64,5.37,1.89,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.64,0.87,0.79,2.41,3.77,0.26,3.36,1.96,1.8,1.9,1.54,4.75,0.24,4.94,1.91,2.94,5.44,3.22,2.27,3.81,0.47,5.34,3.35,2.21,1.15,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,4.19,2.83,1.24,1.71,1.14,0.73,0.55,0.87,2.1,3.7,1.41,3.77,1.12,3.08,2.2,3.05,1.4,1.46,1.57,2.51,1.58,1.95,4.7,2.44,0.11,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.22,1.37,2.42,2.65,4.43,4.03,2.1,3.32,2.26,2.59,3.01,0.94,0.29,2.88,5.49,0.71,0.83,2.65,2.7,3.68,1.51,1.34,1.05,2.32,2.24,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
