"AMERSHAM COMMON, STANMORE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1016,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.96,1.81,3.37,2.60,4.24,2.48,5.24,1.48,3.85,
February,,,3.25,4.70,0.67,3.82,2.22,4.05,2.20,0.97,0.76,
March,,,2.70,2.63,1.79,0.75,0.28,2.72,2.49,0.03,2.21,
April,,,3.84,2.25,3.26,1.92,4.09,1.57,1.60,1.35,3.10,
May,,,1.15,2.18,4.51,2.58,2.70,1.37,1.66,2.37,2.77,
June,,,1.37,0.47,3.29,0.00,3.26,3.73,2.59,1.33,0.45,
July,,,4.34,3.62,4.49,5.19,2.55,2.78,2.71,2.13,3.00,
August,,,3.66,2.52,2.51,2.99,1.11,4.61,2.85,0.74,3.02,
September,,,2.58,2.39,3.96,3.48,1.90,6.10,0.87,0.37,3.58,
October,,,0.94,5.44,4.06,3.63,2.42,3.16,4.53,4.21,1.36,
November,,,1.72,1.67,3.15,2.44,5.64,3.76,3.41,8.32,4.93,
December,,,3.02,3.72,5.25,2.65,0.52,3.78,2.91,6.44,3.16,
Total,,,32.53,33.40,40.31,32.05,30.93,40.11,33.06,29.74,32.19,
Calc annual,0.00,0.00,32.53,33.40,40.31,32.05,30.93,40.11,33.06,29.74,32.19,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,
