"ORLINGBURY (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SP852727,Long,-0.750708,Lat,52.345765,,,,,,,
Station no,1122/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.18,1.89,1.03,0.82,1.80,3.93,1.37,,,,,
February,2.43,0.67,1.33,1.71,1.95,0.60,2.11,,,,,
March,2.81,2.90,0.99,2.35,2.24,0.75,2.08,,,,,
April,3.26,1.81,1.85,0.19,0.67,1.22,0.25,,,,,
May,4.02,3.85,1.48,3.02,3.57,0.51,1.43,,,,,
June,1.62,1.00,1.73,3.06,2.13,2.34,,,,,,
July,0.92,0.35,2.58,2.71,0.22,3.96,,,,,,
August,3.50,2.92,2.36,4.39,0.65,5.23,,,,,,
September,1.23,2.42,1.55,1.85,1.46,1.76,,,,,,
October,0.69,2.19,1.82,2.21,1.81,1.13,,,,,,
November,5.12,2.75,1.71,4.99,1.15,0.76,,,,,,
December,1.89,2.39,0.63,2.51,1.95,2.98,,,,,,
Total,29.67,25.14,19.06,29.81,19.60,25.17,,,,,,
Calc annual,29.67,25.14,19.06,29.81,19.60,25.17,7.24,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
