"DORKING HIGH ASHURST",,,,,,,,,,,,
Grid ref,TQ191533,Long,-0.294268,Lat,51.266421,,,,,,,
Station no,RR1576,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.54,1.32,0.83,2.18,4.85,1.40,4.66,0.78,1.65,1.01,,
February,4.79,1.76,1.03,2.11,3.69,0.33,1.80,1.50,0.87,0.55,,
March,0.84,2.02,1.84,3.55,1.73,4.29,1.65,0.43,2.73,3.84,,
April,0.84,2.10,1.13,2.08,1.57,1.80,0.21,3.90,3.39,1.70,,
May,1.30,0.49,2.21,3.21,2.38,0.42,1.01,2.02,1.02,2.21,,
June,2.81,1.16,3.67,6.07,1.22,5.24,2.54,2.15,2.83,2.84,,
July,1.45,2.27,1.53,4.45,0.85,0.92,0.34,3.63,2.72,2.75,,
August,3.54,1.79,2.70,5.48,0.70,2.84,0.50,2.58,2.61,2.33,,
September,0.80,1.23,0.87,4.17,2.58,2.02,1.43,0.75,1.07,3.68,,
October,2.34,2.72,1.91,7.46,2.27,1.19,3.95,3.00,2.31,5.39,,
November,2.73,0.73,3.00,2.36,1.38,4.49,5.03,2.82,0.98,0.88,,
December,3.69,3.23,1.33,1.25,2.18,0.83,1.89,2.52,2.85,3.96,,
Total,28.67,20.82,22.05,44.37,25.40,25.77,25.01,26.08,25.03,31.14,,
Calc annual,28.67,20.82,22.05,44.37,25.40,25.77,25.01,26.08,25.03,31.14,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
