CODFORD-ST-MARY-STOCKTON-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST976387,Long,-2.03569,Lat,51.147556,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,0.79,1.99,1.23,3.89,1.52,5.01,5.6,1.13,4.62,1.52,1.18,4.27,5.88,4.7,3.37,4.45,1.65,4.23,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.84,1.92,0.79,4.39,2.08,2.83,1.3,4.38,6.48,5.55,1.12,1.67,2.91,1.27,0.42,3.25,6.73,0.33,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,0.67,3.82,4.67,0.92,2.85,5.06,3.57,5.62,1.06,3.5,3.2,1,5.76,2.32,1.74,2.99,2.07,1.32,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.59,2.9,1.88,3.16,2.16,0.12,3.4,1.49,1.31,0.94,2.53,2.67,2.7,5.11,0.89,3.49,2.6,3.83,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,3.28,2.06,1.28,2.1,1.39,1.08,3.01,2.01,3.62,2.23,2.6,1.95,0.59,2,2.18,0.91,1.68,5.08,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.89,0.43,4.39,5.19,2.11,4.68,0.77,2.49,2.08,2.25,4.64,1.24,0.79,,0.25,0.84,0.58,1.96,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.69,1.87,2.35,3.08,2.07,0.09,2.68,0.76,3.95,4.47,1.14,4.52,6.81,2.47,,0.44,5.23,1.55,4.14,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.6,1.97,3.23,2.81,2.74,0.71,6,1.48,3.78,2.58,5.69,5.71,2.2,3.32,,1.33,3.8,3.82,3,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,0.96,0.42,2.48,4.11,0.31,1.54,1.79,3.83,1.32,1.67,2.23,2.23,5.38,1.58,,1.75,1.79,2.61,3.66,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,6.76,7.24,1.62,6.7,5.7,3.14,4.5,3.96,3.64,6.31,6.31,5.56,1.78,1.16,,1.22,1.43,5.95,5.01,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,4.04,3.28,1.12,0.91,4.03,3.69,2.08,4.1,5.46,2.61,4.97,0.99,2.72,2.29,,2.45,2,2.27,3.36,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,1.97,4.83,2.88,5.06,6.51,9.36,5.33,2.05,7.77,7.69,4.41,1.21,3.59,6.21,,1.91,4.42,3.9,6.61,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
