"PERRYSTONE COURT",,,,,,,,,,,,
Grid ref,SO625295,Long,-2.547186,Lat,51.962706,,,,,,,
Station no,2222,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.60,1.59,0.64,1.85,3.52,2.86,1.56,1.17,4.58,5.64,,
February,3.37,0.51,1.45,2.17,1.56,0.77,2.50,4.33,0.26,2.73,,
March,4.03,2.20,0.98,2.60,2.21,0.62,2.05,1.14,2.03,2.26,,
April,2.62,1.99,2.60,0.36,0.97,2.04,0.00,0.41,2.52,1.86,,
May,3.63,3.89,2.17,2.13,4.86,0.52,1.30,2.10,1.62,1.53,,
June,0.82,1.87,1.84,5.03,4.01,1.85,0.49,4.11,1.15,2.41,,
July,1.31,0.75,2.96,1.57,1.63,4.34,2.63,3.36,2.09,2.47,,
August,4.05,5.85,3.75,3.15,0.59,3.50,3.92,2.35,1.29,2.99,,
September,3.59,1.91,2.67,1.90,1.45,3.48,3.68,4.76,0.11,4.64,,
October,0.89,4.10,2.41,2.89,0.87,1.36,1.22,4.82,2.34,6.67,,
November,6.92,3.73,1.69,6.69,3.09,1.00,2.58,3.23,4.84,5.18,,
December,2.78,2.18,1.45,1.71,3.20,3.43,2.53,3.19,6.51,3.04,,
Total,36.61,30.57,24.61,32.05,27.96,25.77,24.46,34.97,29.34,41.42,,
Calc annual,36.61,30.57,24.61,32.05,27.96,25.77,24.46,34.97,29.34,41.42,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
