"COCKERMOUTH ULLOCK",,,,,,,,,,,,
Grid ref,NY070239,Long,-3.441136,Lat,54.601681,,,,,,,
Station no,RR4487,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.69,3.17,,,,,,,,,,
February,4.81,2.35,,,,,,,,,,
March,0.62,3.05,,,,,,,,,,
April,2.98,3.50,,,,,,,,,,
May,4.06,2.20,,,,,,,,,,
June,4.25,2.67,,,,,,,,,,
July,2.19,1.10,,,,,,,,,,
August,9.76,6.31,,,,,,,,,,
September,5.12,4.08,,,,,,,,,,
October,6.27,8.91,,,,,,,,,,
November,4.70,5.80,,,,,,,,,,
December,10.07,6.20,,,,,,,,,,
Total,60.52,49.34,,,,,,,,,,
Calc annual,60.52,49.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
