GARSTANG CALDER MOUNT BRUNA HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD502438,Long,-2.7591672,Lat,53.887979,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2.83,1.7,1.62,5.08,1.92,3.2,1.66,2.81,2.61,2.53,1.6,3.47,4.36,4.46,1.75,2.27,3.99,3.74,2,4.9,2.21,3.33,2.21,5.53,1.57,3.96,4.43,3.1,4.85,2.65,,,
February,,,,,,,,2.31,0.68,2.14,0.58,0.19,1.76,4.51,4.98,0.35,1.5,2.98,2.56,1.97,3.44,1.61,1.56,3.34,3.54,1.9,3.48,2.01,2.53,2.01,4.46,4.24,1.92,1.88,3.23,4.28,3.29,,,
March,,,,,,,,2.2,3.07,2.18,3.75,1.05,0.84,1.25,3.2,4.03,4.83,4.42,0.89,1.99,0.49,4.01,2.64,3.66,2.72,3.32,3.53,4.32,2.86,2.83,1.06,1.55,6.32,4.37,4.03,1.9,1.66,,,
April,,,,,,,,1.42,1.49,2.09,1.36,1.7,1.59,0.33,1.59,2.36,1.76,3.04,2.07,3.51,2.3,2.09,1.49,1.44,2.58,2.92,1.9,1.85,3.12,3.86,2.34,2.82,0.66,4.84,0.95,3.03,3.06,,,
May,,,,,,,,1.52,0.77,3.62,2.07,1.85,4.66,2,2.44,0.69,0.5,2.03,3.02,2.84,1.83,0.85,3.49,3.05,2.73,0.68,4.93,3.79,2.83,2.28,2.31,1.53,2.54,2.84,2.27,1.68,2.79,,,
June,,,,,,,,0.51,1.71,0.95,3.91,1.38,3.06,1.54,3.52,1.68,4.02,4.17,2.4,1.66,2.61,1.67,2.18,1.67,1.72,2.62,2.25,7.47,2.32,2.15,2.4,3.37,6.64,2.51,1.65,1.66,3.16,,,
July,,,,,,,,2.27,6.32,2.44,3.41,3.39,1.57,3.25,2.56,4.16,5.14,1.73,1.59,1.86,2.43,1.18,3.94,3.91,2.29,2.56,2.15,3.32,4.36,6.37,6.28,0.88,4.39,1.7,5.32,4.28,2.56,,,
August,,,,,,,,2.27,2.91,4.83,7,9.63,5.88,3.92,5.72,4.06,3.62,4.43,5.87,1.79,5.27,2.95,3.15,5.55,3.83,4.87,3.58,5.81,5.27,3.57,6,4.55,6.02,2,2.72,5.24,4.08,,,
September,,,,,,,,4.42,1.47,3.49,3.56,5.76,5.19,4.33,0.64,1.13,4.67,3.39,1.35,5.59,1.94,1.54,1.41,5.5,2.15,3.6,1.28,0.94,5.75,2.96,0.48,4.59,2.23,2.76,2.9,0.84,2.53,,,
October,,,,,,,,1.8,2.95,4.06,3.56,3.72,4.34,6.58,3.69,5.24,4.25,2.02,3.56,3.28,6.55,3.83,4.5,8.77,2.9,3.69,6.2,4.11,2.53,5.86,3.85,4.46,5.16,2.47,1.92,1.58,7.26,,,
November,,,,,,,,2.83,4.63,1.93,6.73,4.76,2.76,2.26,3.79,3.25,1.38,4.75,4.03,2.88,3.3,4.36,2.37,3.62,2.91,4.13,3.65,4.02,4.06,1.96,5.49,4.65,4.44,4.7,5.27,2.25,3.01,,,
December,,,,,,,,2.67,2.73,3.46,0.53,7.06,2.1,3.96,4.29,3.98,5.2,4.06,3.97,3.2,5.28,4.41,3.83,3.09,3.63,0.95,3.99,4.58,3.63,7.63,3.93,6.88,4.49,2.72,4.95,7.65,2.85,,,
Total,,,,,,,,27.05,30.43,32.81,41.54,42.41,36.95,35.59,39.23,33.54,39.4,38.62,34.78,34.93,39.9,30.25,32.83,47.59,34.74,33.24,41.84,44.43,42.59,43.69,44.13,41.09,48.77,37.22,38.31,39.24,38.9,,,
