ARISAIG HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NM692848,Long,-5.791467,Lat,56.896917,Elevation,40,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,
January,,,,,7.87,3.76,7.08,6.08,5.37,5.81,10.58,6.05,9.77,4.9,7.45,3.46,4.98,1.69,6.46,5.23,7.51,4.51,6.44,7.68,7.52,5.66,7.8,5.65,6.48,6.19,6.85,6.14,4.71,4.82,4.88,8.85,7.82,4.42,5.56,4.83,8.44,9.39,4.95,9.61,5.6,6.98,7.11,10.75,10.35,2.17,9.02,7.66,8.79,5.3,6.56,6.38,2.5,7.74,8.4,4.38,0.87,1.17,5.63,5.14,6.18,5.27,6.85,3.55,5.93,9.88,6.15,8.18,5.85,6.99,7.13,4.03,5.51,8.57,7.74,4.08,3.4,,,,,,,,,,,,,,,,,,,
February,,,,,7.39,7.98,3.21,4.62,4.35,5.63,1.18,3.17,3.75,5.74,6.88,0.51,4.18,4.44,7.53,3.39,2.67,3.53,1.6,9.42,4.41,5.99,5.88,5.8,8,3.79,6.08,7.74,3.55,4.86,6.38,5.37,7.3,1.68,7.74,0.76,7.58,4.31,5.68,2.98,3.63,4.58,4.56,3.64,5,1.51,0.79,7,0.75,5.86,2.61,6.25,2.37,4.01,5.08,7.74,3.01,3.85,2.79,6.64,2.64,5.62,5.1,0.05,4.96,6.65,4.76,3.61,3.94,4.93,3.69,4.72,4.39,4.45,4.09,2.56,4.26,,,,,,,,,,,,,,,,,,,
March,,,,,3.73,4.37,3.12,2.49,4.81,5.99,6.67,3.62,1.67,3.99,5.59,4.18,8.58,5.74,4.45,6.06,1.15,3.61,7.26,8.36,2.54,6.45,3.1,5.49,6.15,0.79,4.16,3.3,6.57,6.68,3.52,5.77,1.88,2.64,2.52,3.54,8.47,7.89,2.81,2.41,0.95,3.71,6.33,4.88,5.3,1.42,4.37,1.34,3.5,2.82,3.22,4.52,3.1,1.05,10.35,4.43,4.89,1.97,1.91,3.56,3.65,4.63,4,1.79,4.72,4.27,4.9,4.03,4.48,2.36,4.21,1.77,2.25,6.3,1.4,5.53,1.24,,,,,,,,,,,,,,,,,,,
April,,,,,1.22,2.79,2.62,3.55,3.34,2.26,2.61,1.26,1.88,2.17,1.08,2.45,5,3.57,4.08,4.93,5.27,4.48,2.86,3.18,7.03,3.49,3.51,2.86,2.25,3.05,6.41,4.55,5.68,4.12,4.87,6.25,4.23,3.21,1.63,7.71,2.66,3.06,3.96,3.18,4.83,4.69,2.62,7.22,2.76,3.99,2.31,2.68,5.49,5.22,3.18,2.44,1.24,1.86,1.31,3.73,2.35,3.11,1.57,6.31,3.65,3.16,3.55,6.34,4.1,7.4,4.94,3.92,2.72,5.31,2.09,5.98,3.11,3.36,3.66,4.38,4.53,,,,,,,,,,,,,,,,,,,
May,,,,,4.19,3.63,3.07,2.24,4.23,3.4,2.54,2.55,5.2,3.57,4.16,1.59,2.11,3.93,3.78,3.03,3.04,1.12,4.48,3.32,4.88,4.09,4.4,2.99,3.51,3.75,4.66,4.23,2.84,4.63,4.1,0.97,4.4,3.87,2.53,1.34,5.31,5.14,8.14,4.65,3.58,5.46,3.74,3.34,1.28,4.46,2.81,3.77,1.76,2,5.48,1.26,2.99,2.81,4.4,1.87,3.7,1.47,2.29,3.47,6.79,3.28,0.45,3.33,1.39,3.48,1.85,0.86,3.66,3.51,4.46,3.07,5.59,1.92,4.38,1.75,2.6,,,,,,,,,,,,,,,,,,,
June,,,,,2.42,4.76,3.16,3.94,2.94,1.43,6.9,2.48,3.22,1.06,4.45,2.33,5.61,3.45,5.41,3.73,2.54,3.2,1.18,3.19,3.73,1.83,1.25,4.9,4.88,1.19,2.27,3.26,3.91,4.94,3.91,0.9,2.29,3.21,4.05,7.25,3.77,2.87,4.9,5.8,5.38,3.56,4.31,4.08,4.63,5.33,4.61,5.76,2.11,3.58,4.47,3.12,2.78,4.25,8.02,2.33,2.52,2.91,4.94,5.43,5.44,6.19,7.2,3.95,4.3,2.84,6.06,2.62,6.52,1.29,7.34,5.1,3.61,4.53,2.12,4.95,4.87,,,,,,,,,,,,,,,,,,,
July,,,,,5.71,4.64,4.91,5.85,3.95,2.01,8.51,4.01,4.49,5.5,5.83,4.23,6.34,6.26,4.6,4.99,6.49,3.83,5.16,5.47,3.42,5,6.17,3.65,5.49,7.96,3.47,6.73,3.89,1.64,3.33,5.19,4.92,2.03,7.29,2.24,6.03,4.97,5.19,6.69,5.4,3.57,4.05,3.23,6.48,3.82,2.97,6.63,7.46,6.01,6.41,5.94,6.15,5.38,6.86,9.02,7.58,4.79,6.22,3.91,2.25,4.1,7.35,4.15,5.96,3.22,6.04,8,5.88,6.65,5.83,2.2,7.21,9.66,2.66,9.08,3.63,,,,,,,,,,,,,,,,,,,
August,,,,,5.18,2.29,4.29,4.06,6.95,8.2,7.59,7.79,6.1,5.38,9.06,6.68,7.96,4.68,7.34,2.77,7.08,5.99,5.33,8.98,5.44,4.25,5.13,8.26,6.36,6.3,6.47,3.91,4.13,2.59,5.1,4.21,3.98,5.62,6.97,6.33,4.35,4.14,4.2,7.5,7.73,3.88,5.26,4.22,4.2,7.73,9.01,2.42,4.56,6.57,6.22,7.67,4.81,4.51,4.29,3.01,8.4,9.82,8.33,5.41,3.9,2.92,5.7,0.12,5.76,9.93,8.15,4.22,6.46,8.85,8.9,2.45,4.99,5.66,4.71,4.46,4.7,,,,,,,,,,,,,,,,,,,
September,,,,,5.73,11.8,6.75,3.85,3.42,4.91,8.34,7.51,9.55,9.1,0.48,7.34,6.4,8.3,10.79,11.36,6.35,5.47,6.33,4.83,5.16,7.62,4.64,2.13,8.2,3.71,3.48,5.78,3.9,3.41,4.94,2.13,3.85,6.85,7.64,9.11,4.94,6.01,3.85,9.67,7.1,6.44,7.4,6.23,4.54,7.58,4.6,1.76,8.12,1.6,10.19,7.64,3.55,5.83,6.63,3.31,7.63,3.91,8.41,6.1,5.6,5.82,5.85,9.11,9.33,4.84,12.1,5.34,5.45,6.07,9.27,8.53,4.48,3.78,4.46,4.18,5.23,,,,,,,,,,,,,,,,,,,
October,,,,,10.13,5.17,4.95,6.21,8.29,3.6,12.82,6.25,5.49,10.71,2.91,7.7,4.72,3.16,3.46,6.12,8.62,8.18,5.76,10.18,5.43,6.93,5.81,3.27,0.94,7.05,4.55,2.46,6.58,5.57,3.62,2.03,9.29,13.32,9.06,4.12,2.26,8.67,3.52,11,5.84,5.08,6.92,7.36,8.29,12.95,9.7,7.37,11.04,6.97,11,10.67,7.39,3.99,11.77,1.33,4.7,6.42,9.85,10.09,8.98,4.93,0.85,3.48,8.42,8.63,7.6,5.34,6.47,5.4,11.77,7.9,6.71,9.91,10.42,8.22,1.55,,,,,,,,,,,,,,,,,,,
