TEIGNMOUTH-LANDSCORE-RES-(NEW-GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX935733,Long,-3.5043,Lat,50.5498,Elevation,132,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,0.91,4.6,7.3,0.67,2.89,1.23,1.02,3.62,6.04,,3.43,4.79,1.52,4.58,5.66,4.87,4.44,4.53,2.53,5.92,2.8,4.1,2.74,3.08,0.56,6.98,7.44,4.11,6.85,2.49,5.65,5.1,8.62,2.4,2.17,3.68,4.08,6.69,0.55,1.01,3.49,3.49,0.57,1.77,5.47,4.17,3.45,3.67,5.15,4.13
February,,1.32,3.7,1.33,4.35,6.24,6.02,0.89,1.16,6.38,,0.23,3.25,7.68,1.53,5.04,2.98,3.48,2.68,2.66,1.66,1.91,0.02,4.35,0.2,4.16,4.03,6.43,0.96,1.96,4.8,4.43,0.31,1.9,0.37,2.08,3.06,3.36,1.29,1.52,6.41,6.12,0.64,1.51,3.31,2.76,0.19,5.72,3.47,0.33,5.21
March,,2.9,5.59,4.09,5.3,0.79,4.33,3.95,1.3,4.07,,1.8,3.46,1.71,1.88,0.3,0.72,3.55,3.83,0.15,2.71,2.38,2.51,4.05,3.19,1.53,4.76,6.29,0.28,1.82,2.71,3.78,3.12,1.62,0.08,0.93,1.73,10.44,1.31,1.36,1.53,4.81,3,0.48,3.77,2.08,1.09,2.92,2.14,4.66,3.08
April,,1.29,0.04,4.03,1.3,0.98,0.37,1.21,1.9,1.86,,0.53,4.39,3.4,3.26,2.78,2.92,1.9,2.15,1.17,3.28,3.82,2.34,1.97,3.49,3.96,3.15,2.93,0.13,2.38,3.33,1.45,2.04,1.39,2.29,0.67,2.14,2.94,2.23,1.69,1.74,2.06,2.8,2.79,0.14,0.89,0.72,0.12,0.49,3.47,2.01
May,,0.76,1.66,3.65,1.56,3.07,1.79,2.03,1.33,1.07,,2.17,0.61,1.84,4.8,3.94,0.67,0.5,1.33,2.71,1.57,2.99,4.2,1.88,1.06,3.19,0.99,2.78,2.52,0.53,1.58,2.58,6.93,3.66,0.64,4.05,5.65,3.05,2.5,2.15,4.18,2.86,2.61,3.44,1.98,3.95,0.8,1.78,2.89,1.23,1.82
June,,2.47,3.42,0.3,1.17,2.04,2.27,2.26,0.83,0.91,,0.19,0.45,0.53,2.64,0.02,3.47,2.23,1.76,2.16,0.28,3.43,3.56,2.46,1.5,4.08,1.54,1.2,1.42,2.85,0.69,2.76,0.63,1.36,1.79,2.69,2.81,2.99,1.88,0.79,0.81,0.91,1.58,2.22,3.09,2.82,1.36,1.76,2.77,0.97,1.06
July,,0.74,2.73,0.46,3.62,4.18,0.94,1.81,4.36,1.43,,0.68,3.55,0.61,4.46,2.38,0.98,2.96,1.58,1.65,2.26,3.68,1.74,2.31,0.47,0.13,5.89,1.47,3.24,6.9,2.56,0.82,1.6,2.39,2.37,2.25,1.43,1.74,0.73,1.53,4.18,1.87,0.89,1.94,2.33,2.62,2.42,3.12,2.34,1.77,3.84
August,,0.86,5.87,0.65,2.18,1.82,4.99,5.38,2.14,3.03,,2.07,3.01,2.72,3.27,1.77,1.08,3,2.28,1.07,4.08,3.91,1.77,1.57,3.28,2.82,0.14,1.51,3.9,2.24,0.05,3.67,3.92,2.69,4.56,2.14,3.87,1.23,2.92,1.19,3.48,3.71,3.96,1.41,2.65,0.54,6.06,2.28,2.58,3.19,5.5
September,,1.56,1.16,2.02,2.63,1.52,2.89,1.46,5.93,2.01,,1.02,2.42,2.73,4.87,3.84,1.48,4.61,2.41,0.32,4.62,1.4,5.36,3.01,2.68,2.87,3.24,2.53,1.49,1,1.28,1.29,2.31,3.43,1.53,3.18,5.19,2.11,1.35,3.02,3.99,3.8,3.08,2.94,2.44,1.04,1.84,2.31,3.91,0.12,8.21
October,,4.05,4.76,4.58,2.73,5.4,5.74,3.74,1.68,1.33,,1.37,1.42,5.46,6.36,3.84,3.28,3.04,5.75,5.78,3.42,0.44,6.34,2.75,2.58,3.64,0.83,4.07,2.87,5.64,4.33,1.55,4.36,3.67,4.82,3.94,2.48,1.05,2.72,6.19,1.53,0.9,5.75,2.88,2.46,2.19,1.84,2.24,2.79,3,10.97
