"ST LOUIS OBSERVATORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4426,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,5.28,2.92,3.78,
February,,,,,,,,,4.19,1.76,2.45,
March,,,,,,,,,2.55,0.05,2.78,
April,,,,,,,,,2.41,1.94,4.42,
May,,,,,,,,,5.22,1.76,2.29,
June,,,,,,,,,2.19,3.39,0.65,
July,,,,,,,,,0.61,1.50,3.69,
August,,,,,,,,,3.29,1.31,2.74,
September,,,,,,,,,2.06,5.04,3.28,
October,,,,,,,,,6.34,6.24,4.13,
November,,,,,,,,,4.17,7.46,8.30,
December,,,,,,,,,4.31,5.51,4.63,
Total,,,,,,,,,42.62,38.88,43.14,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.62,38.88,43.14,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,
