GRAYS-STANLEY-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ616780,Long,0.3256596,Lat,51.477879,Elevation,21,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.67,0.63,3.73,0.97,1.47,3.3,3.18,2.45,1.64,2.74,1.35,2.72,1.52,1.56,1.63,2.16,0.89,1.79,1.17,0.96,0.99,1.18,1.15,3.43,3.38,2.04,3.66,2.15,2.2,1.69,3.78,1.04,1.38,0.81,1.24,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.69,2.09,2.9,4.54,1.25,0.91,2.5,0.52,0.33,1.61,2.85,0.4,2.88,2.93,3.52,0.97,0.29,0.66,1.7,0.21,0.99,0.27,2.27,1.37,3.38,0.57,1.03,1.34,1.06,0.63,1,0.82,0.83,1.51,0.94,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.25,4.07,0.94,4.48,1.93,1.16,3.24,0.88,1.13,1.45,2.15,0.65,0.81,0.14,1.97,1.72,0.01,1.38,0.27,0.97,1.29,1.99,0.36,0.88,2.77,0.43,1.42,2.95,2.08,1.9,0.3,0.08,1.35,1.16,3.42,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.21,0.64,1.26,1.33,2.08,2.79,3.56,2.89,1.43,2.73,1.74,3.06,1.74,4.87,1.57,1.61,1.36,1.52,3.87,1.21,0.68,1.99,3.04,1.77,2.42,0.51,2.07,1.76,1.72,0.7,0.9,1.39,0.98,1.28,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.12,1.31,3.25,1.68,2.46,1.89,0.22,0.54,1.06,0.85,1.85,2.98,2.29,0.82,1.33,2.34,0.91,4.22,3.12,3.25,1.88,0.54,1.16,0.35,2.67,1.56,1.91,1.52,1.1,2.16,1.56,0.25,2.15,2.55,0.6,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.28,0.94,0.58,1.4,1.33,0.82,1.45,2.15,0.24,1.11,1.09,2.98,0.23,3.01,1.94,2.21,0.69,0.61,1.16,0.75,1.42,1.24,2.28,3.26,2.87,0.31,1.13,0.32,1.06,0.25,1.12,1.26,1.17,1.83,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.04,2.15,0.79,2.46,2.03,6.59,6.03,2.23,3.77,0.09,2.37,0.83,2.85,3.54,1.89,2.96,1.25,1.73,1.92,2.13,1.02,1.64,1.01,0.7,2.46,0.81,0.89,1.31,4.13,1.79,1.76,1.53,2.32,2.51,1.59,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,3.16,1.68,1.05,2.22,3.71,4.35,1.71,2.32,1.44,2.05,1.74,2.41,2.77,2.96,2.08,3.02,2.66,1.83,2.6,3,1.36,0.5,1.4,2.04,0.52,0.59,1.97,2.75,0.15,3.33,1.57,0.75,3.25,1.06,3,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.59,1.82,0.68,2.05,1.18,1.51,4.46,0.91,4.64,1.64,2.38,1.28,3.14,1.99,0.86,3.83,0.45,0.15,2.81,1.56,1.28,2.75,0.89,2.37,2.34,1.27,3.13,0.82,0.89,0.53,1.84,1.61,2.36,0.72,1.76,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.14,3.9,1.67,1.98,2.53,2.75,1.85,0.85,1.31,1,1.61,4.9,2.99,2.78,2.62,1.04,2.8,2.29,0.9,0.49,4.68,0.99,1.22,1.96,1.39,1.54,2.19,6.94,1.91,0.84,2.89,1.65,2.51,1.61,1.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
