MILNATHORT (LEDLANET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO078058,Long,-3.489004,Lat,56.235767,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,4.1,3.06,7.85,1.79,5.12,4.41,6.32,7.06,4.89,4.2,4.56,,7.79,5.64,10.16,1.96,6.05,3.26,4.75,5.06,7.41,1.39,5.45,3.89,8.36,6.09,2.12,3.26,4.2,5.09,4.57,2.77,5.08,4.74,7.64,5.95,3.38,5.29,3.53,1.01,4.03,1.84,3.06,7.17,3.31,1.5,4.61
February,,,,,4.03,7.05,5.49,0.66,6.17,1.71,7.05,0.84,3.03,5.63,1.05,,5.98,2.32,5.29,2.58,1.06,3.24,0.16,4.07,0.45,4.33,4.54,4.49,2.12,5.42,1.94,5.45,1.75,3.81,1.97,5.96,2.32,2.22,4.4,3.88,5.19,3.59,0.62,1.91,3.43,1.97,1.28,3.38,3.93,1.67,3.76
March,,,,,5.23,1.89,3.65,1.53,1.48,3.73,4.64,7.04,2.86,1.96,1.24,,3.35,3.87,4.21,0.59,3.41,1.31,2.79,2.06,5.43,1.52,2.79,2.54,2.57,3.45,3.91,2.28,2.72,2.01,0.29,3.41,3.97,4.28,3.43,1.61,2.89,2.81,4.22,1.75,3.8,2.65,1.99,3.57,2.75,3.07,1.62
April,,,,,2.39,3.05,3.83,1.35,0.69,3.53,2.73,1.33,1.79,3.25,2.16,,2.52,1.68,1.27,1.42,1.56,2.7,4.5,1.71,6.12,4.32,1.41,1.92,0.52,2.18,2.88,2.08,2.64,2.69,3.16,1.72,0.95,6.95,2.69,3.14,2.27,2.96,2.82,2.41,2.17,1.87,0.91,2.28,1.72,3.84,3.4
May,,,,,2.8,2.2,6.3,2.93,2.99,1.24,4.14,2.42,3.75,2.46,5.42,,2.83,2.93,1.79,3.34,2.35,4.48,4.17,2.09,2.66,0.53,0.78,2.74,5.2,1.52,1.16,4.77,3.25,5.5,2.68,5.92,1.88,4.13,3.28,2.9,1.96,2.22,1.55,2.61,7.31,2.91,2.66,2.38,2.93,1.17,3.23
June,,,,,1.26,1.41,3.87,2.32,0.99,2.62,2.16,0.48,2.02,2.66,2.77,,3.89,4.52,4.86,2.59,3.22,5.39,1.51,1.65,2.93,4.04,1.65,3.63,5.13,2.27,0.87,0.87,1.29,4.52,3.95,4.74,3.45,4.8,5.49,1.41,3.28,2.21,3.15,1.95,3.09,2.33,3.78,1.6,3.88,2.75,2.24
July,,,,,4.02,5.09,5.78,1.67,5.42,1.33,3.95,3.48,4.5,2.57,5.39,,5.17,3.39,2.97,4.75,2.99,5.52,5.21,3.74,3.8,1.72,5.39,4.09,5.44,6.22,6.06,3.59,2.46,3.09,3.47,3.96,4.56,3.71,5.03,2.78,4.52,5.69,2.23,7,3.49,1.67,5.62,4.44,5.69,5.37,4.58
August,,,,,3.71,4.47,3.4,6.76,4.76,2.28,5.45,5.89,2.47,7.23,4,,3.36,7,5.34,5.95,5,3.82,0.88,2.09,4.32,4.69,2.44,4.75,2.57,1.69,1.44,4.45,4.18,7.76,3.26,2.85,4.18,0.15,9.44,4.5,5.72,5.29,5.76,2.76,4.87,1.26,5.95,5.13,4.22,1.13,4.74
September,,,,,1.78,2.17,1.79,3.93,5,4.54,2.49,2.34,2.29,5.36,5.51,,4.87,6.95,4.3,1.46,5.79,2.48,3.16,2.19,3.91,6.93,4.52,2.63,5.9,2.36,3.1,1.52,4.42,4.42,3.99,5.72,6.76,4.21,5.2,2.88,7.72,3.2,2.61,4.4,4.03,2.99,4.64,2.07,4.96,1.02,2.35
October,,,,,2.72,3.65,8.69,6.45,6.55,1.83,1.79,5.19,2.61,5.03,4.29,,5.25,6.32,6.7,4.92,5.55,4.66,7.1,4.07,5.75,7.91,4.41,3.64,7.25,4.18,5.24,5.3,4.19,8.15,5.82,5.9,0.42,2.18,4.77,6.64,3.53,1.03,3.41,2.5,9.56,2.9,3.46,4.05,2.96,4.46,5.18
November,,,,,8.55,3.35,7.32,4.61,2.68,6.75,5.78,2.37,3.02,3.25,3.39,,7.16,5.08,5.35,6.6,5.39,6.57,3.46,2.08,1.33,5.61,3.51,0.76,7.16,7.62,7,4.51,0.95,2.48,8.04,0.94,6.39,6.6,3.65,4.63,4.38,6.55,2.08,7.28,6.57,1.69,0.88,2.69,1.76,9.78,5.38
December,,,,,9.62,7.09,4.6,1.5,3.76,6.84,5.39,5.89,4.74,3.87,6.7,,0.78,1.56,5.48,6.06,4.15,2.51,9.26,1.43,6.21,2.59,5.42,3.26,2.92,2.08,4.14,3.4,6.4,2.38,4.93,3.63,4.41,2.21,5.7,7.54,2.12,6.03,3.55,5.74,5.9,7.68,4.55,5.65,7.3,7.8,4.38
Total,,,,,50.21,44.48,62.57,35.5,45.61,40.81,51.89,44.33,37.97,47.47,46.48,,52.95,51.26,57.72,42.22,46.52,45.94,46.95,32.24,50.32,45.58,42.31,38.34,55.14,45.08,39.86,41.48,38.45,51.9,46.13,47.52,44.37,46.18,60.72,47.86,46.96,46.87,35.53,41.32,58.25,31.76,38.78,44.41,45.41,43.56,45.47
