ABINGDON SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU496959,Long,-1.284339,Lat,51.659703,Elevation,170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,0.4,1.39,2.21,0.4,1.95,0.38,2.37,2.38,1.39,0.79,2.51,3.04,0.4,3.17,0.73,1.51,0.66,1.19,0.59,4.15,2.63,0.49,2.88,1.27,1.36,2.68,2.49,1.8,2.29,2.11,1.21,3.16,1.48,2.52,2.43,2.56,0.94,2.54,1.09,1.96,1.6,1.7,0.59,3.32,3.27,2.15,4.28,2.62,2.55,3.02,3.51,1.34,1.44,1.36,,,1.01,0.48,2.29,1.35,0.81,1.31,2.49,3.92,1.38,2.83,3.37,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.71,1.71,0.21,0.29,2.02,1.36,1.74,3.35,1,1.04,1.07,2.98,0.3,1.38,0.87,0.74,0.5,2.29,1.3,1.72,0.67,1.55,3.26,5.27,1.07,0.68,2.34,0.65,0.24,2.18,3.25,0.17,2.89,2.09,,1.71,0.61,0.58,1.76,0.14,3.88,0.15,2,1.75,4.08,0.42,0.75,1.73,1.99,0.65,0.72,0.91,1.55,2.12,,,1,3.82,3.76,0.53,1.2,1.99,1.23,0.29,2.57,2.57,0.11,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,0.32,1.02,1.38,2.23,2.61,0.8,0.2,0.47,1.96,1.31,2.29,1.34,2.66,1.3,0.77,2.53,2.4,0.46,1.48,2.35,1.75,3.64,1.07,4.9,1.45,0.8,3.73,1.33,0.66,1.69,2.37,0.57,0.48,0.68,,1.62,0.09,0.93,0.18,1.43,2.52,1.62,0.38,2.22,3.16,0.25,1.64,2.03,2.29,1.95,0.8,0.2,0.81,0.76,,,1.69,0.6,3.42,2.07,0.51,1.94,1.1,0.48,1.2,0.93,2.57,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.04,2.08,1.54,0.47,1.09,1.28,1.93,0.52,1.19,1.39,2.13,1.15,1.8,0.47,1.78,4.65,1.5,2.68,0.84,0,3.52,1.08,0.92,0.58,1.28,3.63,2.27,2.47,1.1,2.54,2.08,1.76,2.29,3.06,,0.81,1.27,1.79,2.88,2.4,1.05,2.14,3.31,1.21,2.95,0.04,2.92,2.03,1.31,0.92,0.56,1.21,1.21,1.49,,,1.27,1.79,2.25,1.23,1.97,0.35,0.34,1.42,0.89,0.97,1.92,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.16,1.91,0.34,0.29,0.72,2.55,1.1,0.96,1.24,1.97,3.77,3.26,3.26,1.47,1.82,0.73,1.27,1.64,2.18,1.83,1.95,0.97,3.86,1.73,1.64,1.54,0.33,1.47,0.87,0.95,1.14,3.76,2.21,3.36,,0.88,0.78,1.97,3.12,6.27,2.01,0.57,1.03,0.53,2.66,2.02,1.36,1.08,1.87,2.89,2.04,0.52,1.79,3.76,,,1.56,2.07,3.13,1.98,1.47,1.73,3.92,0.28,1.41,1.51,0.65,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.53,2.92,0.55,2.28,1.28,1.48,0.8,2.19,0.89,2.32,5.59,1,3.6,2.68,2.51,1.26,3.9,4.38,1.12,3.43,0.32,1.34,1.52,1.58,1.81,0.7,1.2,3.34,0.27,1.16,0.23,2.25,0.04,2.22,,1.34,0.87,0.79,2.51,0.65,0.75,0.82,3.5,2.98,1.84,0.6,1.23,0.67,2.36,0.18,1.69,1.58,2.25,2.39,,,0.62,1.19,1.15,1.33,2.66,3.58,2.34,2.18,1.96,3.55,1.55,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,3.04,3.69,3.51,0.65,0.67,0.4,1.52,1.18,2.29,0.7,2.83,1.9,0.68,0.85,3.48,1.59,2.14,1.76,0.07,1.37,1.1,3.6,2.84,1.46,3.62,3.58,1.85,5.28,0.15,3.79,1.22,2.8,3.44,2.59,,2.55,1.06,2.39,3.73,3.46,1.89,0.79,0.8,4.62,1.32,1.07,4.85,2.91,4.13,1.86,1.01,1.39,1.82,1.55,,,1.61,4.13,1.25,0.39,2.8,2.01,0.21,2.28,2.42,2.55,1.71,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.23,2.84,2,2.32,2.81,1.28,2.55,2.24,1.8,2.76,3.07,1.54,0.76,1.34,1.2,2.67,3.68,2,0.61,3.8,0.6,1.35,2.03,3.5,3.83,1.27,3.46,0.86,1.37,4.46,2.34,2.05,2.14,1.05,,1.97,0.63,2.12,2.97,2.31,0.72,1.61,1.58,0.99,0.69,2.52,2.02,0.05,2.83,2.94,1.71,1.3,1.33,3.51,,,1.28,2.66,3.6,3.42,1.59,3.43,0.48,3.74,2.07,3.82,1.79,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,0.56,2.33,0.81,4.61,2.95,0.4,1.8,0.37,2.12,1.46,2.18,0.67,1.31,0.7,0.57,2.19,2.78,0.33,0.81,1.12,1.51,0.63,2.64,0.78,1.26,5.05,1.3,1.41,1.8,1.52,1.74,3.1,2.89,1.14,,0.8,0.12,3.22,2.58,2.34,2.13,1.78,4,3.14,1.58,1.28,0.57,0.81,0.33,1.03,1.45,1.81,2.12,3.22,,,2.5,2.52,2.24,1.56,1.82,1.48,1.49,2.13,3.13,2.55,0.14,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.37,,2.96,2.25,1.12,4.78,2.15,1.88,1.25,1.56,5.63,1.13,0.88,3.98,5.42,1.16,3.54,3.71,2.27,2.92,3.63,2.48,2,3.92,3.7,4.32,1.37,1.76,1.08,0.65,4.13,3.34,2.37,2,1.48,3.34,3.09,1.19,0.66,3.84,1.76,1.34,3.87,1.58,2.75,2.34,4.61,2.8,0.95,3.45,2.33,3.31,2.68,0.84,,,5.69,0.56,0.79,3.44,2.52,1.56,1.57,1.54,1.94,2.61,1.64,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,1.62,4.69,3.9,0.73,0.34,2.32,2.32,1.56,0.54,2.44,2.37,1.61,3.57,3.12,1.91,1.15,0.74,3.14,2.14,1.62,1.94,2.59,2.01,3.19,0.67,2.26,1.44,0.67,1.91,0.9,1.13,2.05,2.16,4.28,2.77,2.11,5.76,4.28,2.76,1.04,0.92,1.58,3.75,2.66,1.32,2.65,3.57,6.19,2.64,1.67,1.23,3.75,0.41,3.86,,,2.77,4.21,5,3.42,1.51,4.27,1.23,0.7,1.67,2.61,1.89,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,1.67,1.74,1.83,2.31,2.32,1.92,1.1,2.79,3.94,1.82,1.09,1.68,1.03,2.06,3.57,1.92,2.76,3.73,4.31,2.93,0.92,5.13,4.61,2.68,1.01,1.53,3.52,1.49,1.36,2.12,2.45,3.59,2.27,0.43,2.87,2.16,4.83,2.47,0.68,0.64,0.44,4.54,2.85,1.8,1.77,2.91,1.14,1.1,1.02,2.9,1.02,1.3,3.36,1.74,,,1.02,0.95,1.88,2.36,0.54,1.87,2.84,3.44,2.27,2.65,4.67,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,16.65,,21.24,18.83,19.88,18.95,19.58,19.89,19.61,19.56,34.53,21.3,20.25,22.52,24.63,22.1,25.87,27.31,17.72,27.24,20.54,24.85,29.64,30.86,22.7,28.04,25.3,22.53,13.1,24.07,23.29,28.6,24.66,25.42,,21.85,20.05,24.27,24.92,26.48,19.67,18.64,27.66,26.8,27.39,18.25,28.94,24.02,24.27,23.46,18.07,18.62,20.77,26.6,,,22.02,24.98,30.76,23.08,19.4,25.52,19.24,22.4,22.91,29.15,22.01,34.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1916 total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDR 1947, 1948 - input figures removed. No record for these years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR Feb to Sep 1827 readings in brackets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
