"ABINGDON (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SU496959,Long,-1.284339,Lat,51.659703,,,,,,,
Station no,824,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.29,1.35,0.81,1.31,2.49,3.92,1.38,2.83,3.37,3.57,,
February,3.76,0.53,1.20,1.99,1.23,0.29,2.57,2.57,0.11,1.59,,
March,3.42,2.07,0.51,1.94,1.10,0.48,1.20,0.93,2.57,1.01,,
April,2.25,1.23,1.97,0.35,0.34,1.42,0.89,0.97,1.92,0.67,,
May,3.13,1.98,1.47,1.73,3.92,0.28,1.41,1.51,0.65,2.27,,
June,1.15,1.33,2.66,3.58,2.34,2.18,1.96,3.55,1.55,3.10,,
July,1.25,0.39,2.80,2.01,0.21,2.28,2.42,2.55,1.71,3.56,,
August,3.60,3.42,1.59,3.43,0.48,3.74,2.07,3.82,1.79,2.25,,
September,2.24,1.56,1.82,1.48,1.49,2.13,3.13,2.55,0.14,3.25,,
October,0.79,3.44,2.52,1.56,1.57,1.54,1.94,2.61,1.64,5.37,,
November,5.00,3.42,1.51,4.27,1.23,0.70,1.67,2.61,1.89,3.52,,
December,1.88,2.36,0.54,1.87,2.84,3.44,2.27,2.65,4.67,4.61,,
Total,30.76,23.08,19.40,25.52,19.24,22.40,22.91,29.15,22.01,34.77,,
Calc annual,30.76,23.08,19.40,25.52,19.24,22.40,22.91,29.15,22.01,34.77,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
