Rainfall at,RUNCORN (WESTON POINT)
,
Station no,2734,
,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,3.51,2.43,1.38,1.91,1.44,4.79,2.19,3.69,4.62,2.35,
February,2.77,0.09,3.29,0.34,2.38,1.96,4.60,0.69,2.66,2.00,
March,0.26,1.61,1.99,1.97,1.00,1.57,1.26,1.03,1.57,2.58,
April,2.41,3.02,0.81,2.10,2.34,1.50,2.77,0.22,1.67,2.08,
May,2.43,4.78,1.51,1.82,1.45,1.65,2.14,2.91,1.18,2.96,
June,5.65,0.35,1.56,2.11,4.41,2.81,1.32,2.24,3.27,1.36,
July,2.53,4.90,1.69,1.57,0.69,3.72,1.65,3.09,5.38,2.78,
August,5.88,1.08,1.66,2.42,1.62,1.66,1.59,4.22,1.81,0.70,
September,3.41,2.49,0.60,2.25,4.89,4.16,1.72,1.30,0.73,3.51,
October,1.60,6.26,4.00,3.89,3.87,1.84,2.67,4.65,2.37,3.57,
November,4.41,2.71,1.78,1.98,3.93,3.22,2.07,3.65,4.36,5.90,
December,1.57,1.25,0.76,4.64,3.56,3.47,2.63,3.28,2.12,2.69,
Total,36.43,30.97,21.03,27.00,31.58,32.35,26.61,30.97,31.74,32.48,
Calc annual,36.43,30.97,21.03,27.00,31.58,32.35,26.61,30.97,31.74,32.48,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
