RUNCORN (WESTON POINT),,,,,,,,,,,,
Grid ref,SJ495815,Long,-2.759696,Lat,53.327994,,,,,,,
Station no,2734,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.81,3.16,1.06,2.35,2.33,4.04,1.38,2.24,3.01,4.50,,
February,2.20,1.15,1.23,2.75,2.09,0.43,1.47,5.15,0.19,1.99,,
March,4.37,1.77,1.15,1.96,1.93,1.19,2.02,1.50,1.24,1.58,,
April,1.80,2.31,2.20,0.79,1.89,3.11,0.50,0.83,3.26,1.54,,
May,2.99,1.76,1.98,2.34,2.50,0.99,1.52,2.28,2.91,2.54,,
June,0.97,1.88,1.39,2.90,3.44,2.09,1.53,4.33,2.50,1.58,,
July,2.68,1.85,3.66,3.70,0.60,5.56,3.53,3.70,3.13,3.32,,
August,4.21,0.97,2.51,4.01,2.64,8.88,3.16,2.20,0.65,3.33,,
September,2.19,3.15,2.90,2.96,2.85,2.78,6.52,3.82,0.13,3.35,,
October,0.84,3.93,1.39,5.26,1.88,2.89,3.12,2.45,2.77,3.70,,
November,7.29,2.66,2.49,4.75,1.54,1.60,1.25,1.70,4.51,5.12,,
December,4.67,3.00,1.19,3.91,3.38,2.56,2.77,3.59,4.84,3.16,,
Total,36.02,27.59,23.15,37.68,27.07,36.12,28.77,33.79,29.14,35.71,,
Calc annual,36.02,27.59,23.15,37.68,27.07,36.12,28.77,33.79,29.14,35.71,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
