CROYDON-WADDON-NEW-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ316653 ,Long,-0.11057,Lat,51.37218,Elevation,146,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,2.06,0.45,1.63,2.55,1.73,0.53,1.77,0.67,2.74,3.56,0.81,0.65,2.28,3.64,1.21,4.43,1.23,1.58,1.2,2.38,1.27,3.29,3.59,0.61,3.83,0.95,1.2,3.18,3.24,,-999,2.54,1.35,2.65,,,,,,
February,0.04,1.59,3.06,1.54,0.31,0.36,2.06,1.19,2.37,5.33,1.68,0.87,1.56,2.94,0.96,2.1,1.54,1.12,0.71,3.91,1.07,1.74,0.84,3.98,4.81,4.68,0.79,0.98,2.56,,-999,1.98,3.94,0.55,,,,,,
March,1.93,1.48,0.42,0.98,1.48,3.09,4.08,1.42,0.69,0.99,2.76,1.74,2.34,1.61,3.26,1.15,0.93,2.97,3.33,1.34,1.88,3.48,2.9,4.34,0.62,4.78,1.6,0.99,3.61,,-999,1.56,1.89,0.76,,,,,,
April,0.61,1.32,0.06,1.64,1.55,0.72,1.25,1.15,2.4,0.89,2.13,0.68,1.77,1.29,1.7,0.56,3.64,2.57,1.95,2.12,2.09,0.05,2.81,0.92,1.52,1.37,2.22,4.17,2.96,,1.41,2.91,1.54,3.53,,,,,,
May,2.85,1.19,0.63,1.29,0.42,0.15,1.65,2.87,1.72,1.38,1.14,2.55,3.93,2.45,0.95,1.37,1.85,2.04,1.07,1.81,0.9,1.14,1.22,1.22,3.31,2.48,1.86,2,0.05,,1.3,0.78,2.22,2.66,,,,,,
June,1.47,2.84,0.78,2.34,0.34,2.24,2.17,1.46,0.85,2.71,1.45,4.09,7.76,0.8,5.8,2.71,1.81,1.99,2.99,1.84,2.15,2.82,0.2,0.85,0.53,2.47,1.95,0.83,1.3,,0.14,1.3,0.37,2.17,,,,,,
July,4.14,2.18,2.3,3.58,3.85,1.87,1.18,0.8,0.59,1.11,1.41,1.33,4.51,1.26,0.71,0.71,0.76,3.24,2.89,1.99,0.58,1.62,1.93,1.51,3.34,1.3,5.5,5.87,2.24,,0.09,3.08,2.34,3.54,,,,,,
August,4.28,3.09,0.52,2.88,2.57,2.24,2.67,0.95,0.7,3.22,2,2.92,3.99,1.68,2.64,1.37,1.97,3.25,1.85,3.1,0.87,5.52,2.02,1.63,2.6,3.38,5.06,0.92,2.91,,1.08,2.44,2.46,2.97,,,,,,
September,0.64,2.06,1.11,1.79,0.55,7.14,2.64,0.45,2.3,0.93,1.08,0.89,2.15,1.23,2.06,1.66,0.84,1.33,2.99,1.06,1.09,3.32,1.91,0.6,2.4,1.35,2.33,4.16,1.21,,1.47,1.94,1.29,2.83,,,,,,
October,5.89,3.93,3.24,5.04,2.51,3.41,0.59,2.97,2.35,2.14,2.84,1.38,5.47,2.06,1.05,3.96,3.51,2.36,4.34,2.87,3.23,2.88,4.38,1.41,2.47,3.6,3.36,1.61,0.87,,0.57,1.08,5.83,3.17,,,,,,
November,2.58,2.32,2.05,4.07,3.86,1.54,1,3.15,4.46,2.38,0.68,1.96,2.49,1.52,3.96,4.41,2.44,0.69,0.98,3.42,3.89,2.18,2.8,3.6,2.64,5.87,1.52,2.49,0.99,,1.85,1.57,1.76,3.01,,,,,,
December,3.51,1.28,2.27,1.57,2.25,3.3,2.87,2.81,1.87,2.97,4.28,1.53,2.14,2.52,0.55,2.08,3,2.4,3.08,4.2,6.36,3.15,1.14,8,5.34,2.96,1.82,2.58,4.22,,1.04,3.75,2.51,3.39,,,,,,
Total,30,23.73,18.07,29.27,21.42,26.59,23.93,19.89,23.04,27.61,22.26,20.59,40.39,23,24.85,26.51,23.52,25.54,27.38,30.04,25.38,31.19,25.74,28.67,33.41,35.19,29.21,29.78,26.16,,11.95,24.93,27.5,31.23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126 Waddon New Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891 Jan 1 Gauge moved 1 mile SW from Limes Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 Observer died Unknown if gauge was moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Data from various observers or print copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Not printed Inspection found gauge leaking and overshadowed- removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926 Not printed Low - removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Observer told return not required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
