"CROYDON, WADDON NEW ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4168,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,2.54,1.35,2.65,1.70,2.96,,,,,
February,,,1.98,3.94,0.55,2.20,2.35,,,,,
March,,,1.56,1.89,0.76,0.68,0.21,,,,,
April,,1.41,2.91,1.54,3.53,2.30,4.36,,,,,
May,,1.30,0.78,2.22,2.66,1.57,1.06,,,,,
June,,0.14,1.30,0.37,2.17,0.12,3.30,,,,,
July,,0.09,3.08,2.34,3.54,3.56,2.05,,,,,
August,,1.08,2.44,2.46,2.97,2.36,1.52,,,,,
September,,1.47,1.94,1.29,2.83,2.45,1.20,,,,,
October,,0.57,1.08,5.83,3.17,2.69,2.96,,,,,
November,,1.85,1.57,1.76,3.01,2.25,4.96,,,,,
December,,1.04,3.75,2.51,3.39,2.21,0.34,,,,,
Total,,11.95,24.93,27.50,31.23,24.09,27.27,,,,,
Calc annual,0.00,8.95,24.93,27.50,31.23,24.09,27.27,0.00,0.00,0.00,0.00,
Difference,NaN,3.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,
