RISHTON (SEWAGE WORKS),,,,,,,,,,,,
Grid ref,SD738311,Long,-2.399032,Lat,53.775570,,,,,,,
Station no,2962/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.77,5.45,1.88,4.97,2.24,4.77,3.53,4.34,2.92,5.86,,
February,4.14,1.91,1.69,3.24,1.74,1.04,3.04,7.45,0.67,3.48,,
March,4.70,1.67,1.94,2.55,1.86,1.43,3.15,1.70,1.78,1.03,,
April,2.58,3.22,2.92,1.03,2.98,2.84,0.47,1.35,3.05,2.89,,
May,1.98,2.93,2.31,2.63,3.80,1.65,2.16,5.47,1.36,1.72,,
June,1.39,3.30,2.02,2.63,2.87,2.63,1.81,4.54,3.54,1.34,,
July,3.60,2.87,5.20,5.83,1.00,5.13,5.84,4.08,4.24,9.85,,
August,4.98,5.46,4.98,6.02,1.05,10.71,6.67,3.90,0.66,6.09,,
September,2.62,4.27,4.69,6.02,3.12,3.55,6.67,4.76,0.44,3.53,,
October,1.61,4.07,2.43,8.09,3.38,2.84,6.46,4.48,6.10,3.85,,
November,8.65,2.38,5.64,6.47,2.44,2.21,1.97,1.91,5.29,8.32,,
December,11.35,4.62,2.14,7.04,6.12,5.00,6.16,3.98,8.48,5.67,,
Total,52.37,42.15,37.84,56.52,32.60,43.80,47.93,47.96,38.53,53.63,,
Calc annual,52.37,42.15,37.84,56.52,32.60,43.80,47.93,47.96,38.53,53.63,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,,
