FERNEUX-PELHAM-THE-BREWERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL436278,Long,0.0871472,Lat,51.930196,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.26,1.46,2.64,3.42,2.4,2.18,3.28,1.55,3.02,1.26,2.62,1.75,3.38,1.48,2.12,1.75,1.37,1.55,1.6,1.72,3.7,3.7,2.95,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.6,0.52,0.81,2.95,0.36,0.14,1.85,3,0.93,3.21,2.82,3.66,1.43,0.88,0.5,2.2,0.34,1.7,0.23,2.26,2.08,3.24,0.72,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.15,1.84,0.82,2.65,1.41,1.07,1.79,1.8,0.89,0.91,0.28,2.03,2.04,0.02,1.9,0.15,1.72,2.25,2.11,0.63,0.81,2.96,0.4,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.39,1.55,3.33,3.75,3.64,1.78,2.84,1.35,3.06,1.54,2.4,1.71,0.76,1.6,2.17,3.81,2.07,0.98,1.54,3.58,1.21,2.83,0.23,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.25,3.92,1.71,0.27,1.13,1.74,1.03,1.03,4.57,2.33,1.6,0.89,2,1.91,2.8,2.87,4.15,2.86,0.48,1.39,0.51,2.27,2.17,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.56,1.13,0.73,1.52,1.29,0.71,1.29,0.77,2.75,0.5,2.92,3.07,2.6,0.54,0.75,1.63,0.7,2.05,1.78,3.28,4.11,1.93,0.52,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.39,3.91,3.86,3.1,4.3,0.26,3.8,2.58,3.67,3.2,2.55,2.38,2.66,1.7,2.62,4.16,3.15,1.2,1.02,0.54,4.72,2.74,1.56,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.8,5.1,0.7,2.9,1.38,0.81,1.98,2.17,1.97,2.26,1.21,3.44,2.17,0.89,2.86,4.82,3.27,0.86,2.36,1.06,0.59,0.67,1.11,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.4,1.33,4.9,1.12,1.85,1.38,2.83,1.97,2.73,3.01,2.15,4.26,0.95,0.2,3.82,2.85,1.4,2.52,1.38,3.18,4.28,1.9,3.65,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.92,4.43,1.74,0.69,1.29,1.17,0.61,4.57,4.53,2.67,2.23,2.02,3.24,3.41,1.13,0.62,4.5,1.92,1.29,2.58,1.44,2.01,2.62,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
