"LOUGHBOROUGH NAN PANTON RESERVOIR",,,,,,,,,,,,
Grid ref,SK508171,Long,-1.248848,Lat,52.749139,,,,,,,
Station no,2518,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.41,1.26,1.39,2.42,3.54,0.95,3.63,0.90,0.94,0.94,,
February,4.37,1.22,1.70,1.08,3.08,0.74,2.77,1.09,1.27,0.63,,
March,0.75,2.28,1.80,3.74,2.02,2.85,1.32,1.04,2.84,3.18,,
April,1.23,1.55,2.06,2.04,1.20,1.59,0.86,1.88,2.70,1.27,,
May,1.82,0.72,2.57,2.36,1.54,0.39,1.88,3.46,1.81,1.22,,
June,2.94,2.32,1.90,1.99,0.47,3.55,2.55,2.44,1.36,2.80,,
July,1.77,3.09,1.28,1.73,3.08,1.12,0.54,2.94,2.67,3.23,,
August,3.94,1.75,3.82,5.36,3.97,3.43,0.93,2.12,2.90,2.63,,
September,0.60,1.00,1.91,2.48,1.93,1.59,0.91,1.06,1.49,2.16,,
October,2.63,1.48,2.14,6.15,0.58,1.17,5.14,4.36,0.77,3.07,,
November,2.53,1.35,1.81,1.58,1.34,2.81,3.02,2.13,1.27,0.65,,
December,4.26,4.69,1.74,1.83,1.90,0.78,2.55,3.19,1.85,4.45,,
Total,31.25,22.71,24.12,32.76,24.65,20.97,26.10,26.61,21.87,26.23,,
Calc annual,31.25,22.71,24.12,32.76,24.65,20.97,26.10,26.61,21.87,26.23,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
