POMONA KIRKWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HY450111,Long,-2.955107,Lat,58.983515,Elevation,75,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,2.64,4.02,4.55,1.09,3.06,3.01,5.79,8.09,3.18,2.01,2.32,6.48,1.44,,,4.53,4.55,,,4.83,3.24,3.9,3.71,5.76,2.52,5.83,,,3.4,4.5,2.71,6.01,3.41,5.08,4.35,3.93,2.83,4.16,4.44,5.47,4.33,3.8,2.33,2.07,3.87,4.12,5.06,4.16,4.64,5.92,4.21,2.49,2.01,4.66,3.66,6.49,4.83,4.6,2.82,5.07,5.56,,,,,,,,,
February,,1.01,0.65,2.42,4.29,1.79,3.13,1.92,8.85,3.79,2.93,4.12,3.97,2.09,,,3.43,7.18,,,6.52,7.08,3.01,3.49,1.52,3.13,1.94,,,4.66,2.01,2.12,3.37,2.62,4.94,1.97,2.9,2.17,8.24,1.65,3.06,2.51,1.26,5.06,3.39,4.79,4.53,3.94,5.04,2.35,3.06,4.11,2.96,2.38,3.95,3.57,3.34,1.65,4.2,1.49,4.67,1.78,,,,,,,,,
March,,5.55,1.63,1.84,4.18,2.03,1.96,0.98,5.52,3.46,1.75,2.95,2.63,1.49,,,7,4.05,,,4.9,5.94,5.39,2.33,4.25,3.66,1.53,,3.07,3.96,4.03,4.54,1.59,1.1,2.46,2.69,3.82,4.08,4.73,3.4,1.9,2.65,3.73,2.93,3.38,3.36,2.39,3.57,4.57,1.75,1.86,1.98,4.1,3.92,4.38,2.45,3.47,3.98,2.24,3.32,4,3.81,,,,,,,,,
April,,0.67,3.28,2.76,0.9,1.25,0.45,2.47,4.21,1.66,4.13,2.06,2.18,0.83,,,5,3.15,,,2.86,1.83,1.85,1.46,0.73,1.5,1.87,1.84,1.82,2.38,1.26,1.09,2.16,1.1,0.26,2.9,1.77,1.26,3.37,2.87,2.37,2.58,1.6,3.74,3.35,2.75,2.29,1.66,3.21,1.72,4.21,2.97,3.29,1.56,1.39,2.93,2.1,3.56,1.63,3.3,1.84,2.04,,,,,,,,,
May,,2.26,3.82,1.87,1.99,1.44,0.8,0.6,1.72,0.43,0.87,1.5,1.55,1.1,,,1.3,2.02,,,2.57,2.27,1.14,2.39,2.29,1.96,2.16,1.05,2.89,0.52,2.02,2.61,3.69,1.45,2.28,0.83,1.94,2.31,3.34,2.44,1.42,1.69,2.06,1.06,2.09,1.33,2.58,1.78,2.42,1.39,2.17,2.36,3.77,2.06,2.67,0.74,2.39,1.64,1.55,0.65,3.59,2.11,,,,,,,,,
June,,0.77,2.57,1.82,1.67,1.09,1.19,0.84,0.87,0.81,1.18,1.08,3.7,1.44,,,2.25,3.3,,,2.85,2.2,3.25,0.96,0.94,2.05,1.6,1.39,1.01,0.66,3.17,1.77,2.53,0.23,1.29,1.96,2.35,0.56,1.95,1.74,1.29,3.33,1.47,1.26,1.09,1.14,0.75,,2.5,2.55,1.18,2.11,1.18,2.47,0.81,0.44,3.29,2.44,2.11,3.08,0.51,2.49,,,,,,,,,
July,,3.28,2.75,1.28,1.25,1.64,0.86,1.65,1.13,1.27,0.7,4.21,2.19,3.19,,4.66,2.03,,,,2.61,3.96,2.78,1.92,1.57,1.37,3.34,2.79,2.3,1.03,3.32,4,2.6,3.53,4.3,2.15,2.86,1.84,2.14,2.3,3.25,1.37,2.62,3.25,0.16,2.61,2.26,0.98,1.39,2.24,1.75,2.03,1.73,0.71,2.75,1.78,1.43,0.87,4.86,0.98,2.66,2.5,,,,,,,,,
August,4.06,,1.66,4.02,2.99,2.39,1.36,1.21,4.49,1.77,0.82,3.69,3.83,4.29,,6.11,2.2,2.07,,,0.31,3.61,2.95,3.73,2.8,1.32,2.2,2.27,2.71,5.19,3.14,4.61,3.25,2.92,4.06,2.54,3.46,1.94,3.81,1.35,2.74,4.18,2.12,7.38,2.92,3.19,3.03,3.42,2.12,3.39,3.78,2.83,4.87,1.08,1.31,1.13,0.77,2.82,4.67,7.08,1.23,3,,,,,,,,,
September,2.83,,3.07,4.76,2.86,1.4,2,4.52,1.39,6.32,3.08,2.93,3.57,4.17,,3.32,1.55,0.9,,,9.21,0.75,4.21,2.97,1.28,4.15,1.62,3.44,1.32,2.78,2.57,3.51,3.78,5.6,0.3,2.39,5.15,5.28,2.99,4.85,2.78,1.79,2.46,3.31,3.34,2.84,2.17,,3.69,4.29,1.18,3.27,1.02,2.11,3.26,2.78,2.19,4.82,4.67,4.43,3.15,4,,,,,,,,,
October,6.35,,5.83,2.5,3.49,3.38,1.58,5.7,6.29,2.84,3.19,2,4.76,6.53,,7.62,7.7,3.9,,,6.73,3.53,3.38,4.46,5.93,4.49,1.99,4.46,4.98,3.2,6.13,2.13,4.47,8.48,3.16,4.82,6.3,3.72,3.94,4.67,6.02,5.2,3.11,5.57,4.19,5.05,2.95,2.8,1.37,5.69,1.78,2.28,4.86,2.53,2.93,1.05,6.31,7.82,2.93,2.5,1.11,4.37,,,,,,,,,
