"INNERLEITHEN, LEITHEN LODGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT320427,Long,-3.08275,Lat,55.673015,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,4.56,9.34,2.9,3.68,1.32,3.9,2.3,8.91,4.12,4.2,2.81,1.7,1.7,1.62,5.3,3.35,2.84,2.79,6,2.62,1.6,4.06,2.28,4.51,4.95,6.56,2.33,,,,,,,,
February,,,,,,4.38,2.24,0.76,4.57,4.5,1.43,0.14,4.89,3.79,4.88,0.08,1.9,3.63,3,2.21,8.4,3,2.03,5.1,3.72,1.75,2,3.09,3.25,2.77,4.45,5.2,,,,,,,,
March,,,,,,4.43,9.5,3.29,9,1.64,4.1,9.46,5.21,1.4,1.63,2.04,3.33,5.6,3.11,2.38,2,2.61,1.87,4.52,2.22,4.52,4.28,2.36,6.86,9.48,2.04,3.85,,,,,,,,
April,,,,,,3.34,1.94,1.82,2.24,4,1.52,3.49,1.17,1.19,0.91,1.26,2.07,1.91,4.02,4,2.71,2.08,2.15,2.03,2.42,2.48,1.06,2.96,2.6,3.07,3.77,3.7,,,,,,,,
May,,,,,,3.26,4.83,2.46,1.17,1.46,1.13,1.95,3.2,2.48,4.2,0.89,1.16,1.73,2.56,2.95,1.48,1.79,3.88,1.99,3.84,1.27,5.76,3,2.1,3.27,2,2.06,,,,,,,,
June,,,,,,0.85,1.65,3.06,2.9,1.3,3.89,1.15,2.44,2.42,2.44,2.15,3.77,3.62,3.77,1.33,4.1,2.98,2,2.47,1.78,1.66,1.79,3.49,1.1,2.02,1.63,4,,,,,,,,
July,,,,,,1.41,4.22,2.66,4.84,3.69,2.76,3.75,1.25,2.2,2.14,7.2,3.66,1.7,1.57,2.75,3.6,0.74,2.19,3.44,2.39,1.74,2.4,2.84,2.95,3.46,5.35,1.05,,,,,,,,
August,,,,,,2.28,1.8,2.87,2.61,5.15,4.89,5.24,4.41,3.34,5.22,4.07,2.23,4.06,4,0.97,4.19,5.4,1.54,4.4,2.43,3.14,5.78,3.86,3.44,2,6.04,1.01,,,,,,,,
September,,,,,,4.3,2.8,4,1,1.08,3.29,4.68,1.7,0.88,0.73,1.16,4.2,3.04,2.98,3.93,2.15,1.44,2.08,2.55,1.41,1.87,0.98,1.34,4.48,2.76,0.86,1.06,,,,,,,,
October,,,,,,4,7.85,1.95,1.52,4.71,2.34,4.27,4.26,2.14,3.57,4.09,6,1.87,6.52,2.3,4.85,2.78,1.58,8.65,0.88,2.8,5.36,8.98,1.73,5,4.4,4.06,,,,,,,,
November,,,,,,2.29,4.2,4.78,8,0.76,5.32,3.35,1.47,3.9,2.56,3.9,1.54,2.29,7.2,5.55,4.65,4.97,2.67,2.55,3.36,4.33,4.27,3.43,1.79,1.43,3.8,6.32,,,,,,,,
December,,,,,,3.7,6.59,4.75,2,2.36,2.04,9.4,4.26,4.78,2.07,5.16,3.9,5.93,3.19,5.25,5.59,9.36,5.46,2.83,5.35,1.61,3.62,4.84,1.85,6.18,3.81,7.4,,,,,,,,
Total,,,,,,38.8,56.96,35.3,43.53,31.97,36.61,49.18,43.17,32.64,34.55,34.81,35.46,37.08,43.54,38.92,47.07,39.99,30.24,46.53,32.42,28.77,41.36,42.47,36.66,46.39,44.71,42.04,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_14_pt1-page-086.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_23_pt1-page-094.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_27_pt1-page-124.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_25_pt1-page-200.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
