"LAMPORT GRANGE HALL",,,,,,,,,,,,
Grid ref,SP759745,Long,-0.886794,Lat,52.363308,,,,,,,
Station no,1123,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.36,,1.07,1.00,2.09,3.86,1.25,2.79,3.41,4.14,,
February,3.09,,1.58,2.49,1.75,0.48,2.69,2.98,0.00,1.56,,
March,3.31,,0.99,2.45,2.48,0.79,1.70,1.86,2.30,1.95,,
April,2.87,1.93,1.99,0.27,0.65,1.05,0.31,0.74,2.12,0.56,,
May,3.73,2.39,1.61,1.95,3.70,0.51,1.36,2.32,0.34,0.99,,
June,1.24,1.47,3.37,2.60,2.54,2.53,2.18,3.78,0.50,2.94,,
July,,0.37,2.42,2.69,0.19,3.25,3.39,3.15,1.56,3.12,,
August,,3.58,2.41,4.21,0.35,5.09,2.38,2.51,1.01,3.29,,
September,,2.45,1.67,2.45,1.83,2.03,5.06,2.02,0.05,4.15,,
October,,3.19,2.23,2.18,1.46,1.35,1.32,2.39,1.67,5.63,,
November,,2.49,1.70,4.94,0.54,0.70,1.62,1.80,2.01,2.91,,
December,,2.29,0.94,2.59,1.93,3.69,2.88,2.17,4.18,2.93,,
Total,,,21.98,29.82,19.51,25.33,26.14,28.51,19.15,34.17,,
Calc annual,16.60,20.16,21.98,29.82,19.51,25.33,26.14,28.51,19.15,34.17,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
