CASTLEWELLAN LOUGH ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ3059134239,Long,-5.997411,Lat,54.240491,Elevation,442,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,1.1,0.4,1.6,5.8,5.7,3.8,2.2,3.9,1.6,6.3,4.84,1.62,4.08,5.69,5.91,3.59,1.81,3.1,1.87,5.53,3.31,6.93,3.26,7.41,5.55,2.99,4.9,1.12,3.25,2.25,2.82,1.89,8.45,11.68,1.37,,3.34,,,
February,4.4,4.5,5.4,9.2,7.9,6,2.2,1,0,0.4,2.68,0.28,1.86,3.59,2.9,0.55,2.83,2.69,2.86,5.75,5.45,3.39,5.61,5.01,5.62,2.19,2.1,2.91,1.8,1.59,10.02,2.72,7.17,2.64,7.31,,4.04,,,
March,1.7,4.6,2.5,1.9,7.4,2.4,3.4,0.7,5.6,3.2,5.72,1.85,0.51,0.62,0.57,4.94,3.74,6.87,0.97,2,0.92,3.35,2.24,7.61,3.68,6.8,1.64,2.86,7.46,6.35,3.09,1.69,6.12,5.29,7.42,,5.55,,,
April,5.6,0.7,6.4,1.8,2.1,6.6,1.8,1.3,2.8,6.1,2.02,6.33,0.89,1.18,4.47,3.72,0.98,3.45,6.7,4.59,2.64,4.28,5.11,1.83,2.1,3.93,2.09,4.76,4.81,5.53,2.92,3.95,1.76,4.57,2.31,,2.87,,,
May,0.1,0.8,2.4,1.3,2.5,2,5.7,1,4.1,6.3,2.47,3.48,4.21,1,4.05,0.09,0.35,1.57,4.63,4.53,4.9,2.24,7.06,2.82,2.47,0.59,5.42,5.59,2.65,1.25,2.1,2.76,1.76,4.21,1.49,,6.38,,,
June,3,4,2.7,0.7,0.3,0.4,1.3,0.8,5.2,0,2.77,6.45,3.61,1.82,3.83,1.14,3.42,6.17,4.27,3.2,3.46,3.64,4.12,1.19,4.38,3.23,1.05,5.3,2.27,2.72,3.46,2.97,5.04,2.86,1.94,,2.14,,,
July,6.1,0.8,4.7,2.5,3,0.8,3.3,3.1,6.6,3.5,2.03,2.93,1.82,2.87,3.94,5.2,6.67,1.66,0.5,3.63,4.36,1.74,5.19,5.68,3,1.37,2.84,2.75,2.93,3.32,3.79,2.76,3.86,1.04,1.19,,4.37,,,
August,0.3,3.5,4.2,3.5,1.3,2.1,2,3,1.5,4.6,4.15,8.37,6.21,4.63,2.19,6.94,1.92,6.9,3.74,1.78,5.14,3.28,4.5,5.87,5.88,9.12,3.04,2.73,4.03,1.68,6.26,1.89,6.11,0.86,3.23,,2.41,,,
September,4.3,1.2,4.2,9,1.9,7.4,2.2,3.1,0.5,2.5,4.4,2.46,3.87,1.54,0.27,0.25,6.84,2.42,4.02,3.65,1.21,6.95,4.77,5.29,4.34,1.77,0.73,1.12,4.86,2.21,0.87,1.49,0.95,6.37,1.55,,1.59,,,
October,2.2,2.6,6.6,4,1.7,4,9.1,2.5,1.2,7.6,1.34,10.38,6.93,1.47,10.92,3.53,2.37,4.09,5.08,1.36,5.74,4.65,2.66,8.53,0.48,1.73,6.91,6.94,3.4,6.1,1.47,5.75,3.09,6.06,2.39,,7.93,,,
November,3.5,5.7,6.3,2.7,4.3,5,3.8,4,8.4,0.9,10.89,8.72,5.98,2.55,5.7,8.06,2.2,3.81,4.5,5.46,7.15,4.65,9.77,2.16,1.17,5.99,2.79,4.24,3.74,1.19,2.18,5.7,2.24,4.28,4.83,,5.4,,,
December,0.9,4.4,4.8,0.9,2.5,0.4,5.3,2.1,5.8,3.3,3.01,6.07,1.29,6.06,3.89,4.09,7.2,5.92,3.89,8.39,4.91,4.59,4.93,6.72,2.3,4.56,2.31,4.09,4.94,6.09,9.35,12.43,4.88,2.96,12.83,,5.09,,,
Total,33.2,33.2,51.8,43.3,40.6,40.9,42.3,26.5,43.3,44.7,46.32,58.94,41.26,33.02,48.64,42.1,40.33,48.65,43.03,49.87,49.19,49.69,59.22,60.12,40.97,44.27,35.82,44.41,46.14,40.28,48.33,46,51.43,52.82,47.86,,51.11,,,
