CHELTENHAM THIRLESTONE HALL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2173,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,1.15,2.99,4.00,0.82,3.43,0.94,0.84,2.56,3.44,,
February,,1.20,1.87,1.00,2.65,4.10,4.56,0.92,1.43,2.43,,
March,,2.04,5.12,3.61,3.06,0.88,3.93,1.65,1.37,3.71,,
April,1.70,0.83,0.09,3.22,1.29,1.44,1.32,1.34,2.55,2.40,,
May,1.15,0.95,1.49,2.22,1.21,3.10,2.81,2.87,1.39,1.44,,
June,2.76,1.78,6.37,0.95,3.27,1.36,1.68,1.75,0.86,1.52,,
July,2.32,0.30,5.00,1.46,3.01,3.71,1.49,2.01,3.34,3.14,,
August,4.29,1.61,7.57,0.85,1.06,4.60,3.28,5.25,0.96,2.38,,
September,0.73,1.42,1.24,2.85,1.11,0.90,1.01,2.00,5.73,1.57,,
October,3.10,2.31,2.90,3.83,2.00,3.13,3.93,3.40,1.83,1.95,,
November,3.88,2.84,1.30,2.55,3.22,1.92,1.90,0.65,1.72,1.31,,
December,4.48,6.54,3.26,0.83,5.88,4.60,2.26,0.77,2.38,3.49,,
Total,,22.97,39.20,27.37,28.58,33.17,29.11,23.45,26.12,28.78,,
Calc annual,24.41,22.97,39.20,27.37,28.58,33.17,29.11,23.45,26.12,28.78,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
