MOSSDALE (HENSOL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX675697,Long,-4.073172,Lat,55.004173,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.34,7.56,5.21,9.19,5.24,13.53,3.78,8.86,6.05,8.42,6.42,8.81,2.25,7.11,6.78,7.37,5.86,5.14,1.16,8.06,8.91,5.56,4.09,7.24,7.14,9.29,4.04,3.14,5.2,6.46,2.15,4.98,5.82,3.94,6.62,7.37,2.97,5.9
February,,,,6.84,1.08,6.1,7.36,3.76,4.8,2.31,0.42,4.32,0.09,4.32,0.53,5.94,2.9,6.12,3.36,7,2.46,3.97,2.31,5,1.63,7.38,3.39,0.85,4.5,4.86,5.07,3.92,0.95,1.55,5.99,1.76,1.01,4.45,4.19,1.74,7.65
March,,,,2.94,1.2,1.38,2.73,4.82,7.31,1.1,3.06,1.16,2.78,3.36,3.39,0.93,3.64,2.87,2.83,4.87,5.1,3.43,5.22,1.73,0.46,3.41,3.66,7.55,4.59,2.11,5.48,3.61,3.86,0.55,4.76,3.61,2.55,4.62,1.53,4.09,
April,,,,3.59,3.36,5.97,2.73,2.52,2.21,1.64,2.57,2.21,5.01,2.37,3.63,4.19,1.25,3.59,0.47,2.4,2.66,2.01,3.52,3.71,3.59,2.99,1.13,9.14,2.69,5.34,4.53,3.47,2.6,3.11,1.48,2.84,1.18,2.43,1.49,3.56,
May,,,,1.89,4.81,6.84,3.09,3.48,1.82,3.97,3.02,4.08,4.12,3.33,4.11,0.62,1.58,1.63,6.06,0.66,1.21,3.06,4.94,5,2.6,5.37,1.21,5.42,2.29,1.8,1.8,2.64,2.93,3.35,4.8,4.07,2.48,3.58,4.13,1.05,
June,,,,1.51,2.65,0.23,3.34,4.64,7.03,3.13,3.93,6.39,1.64,3.92,2.49,4.45,4.01,2.95,7.18,3.3,0.81,0.73,0.94,5.49,3.77,3.7,4.26,,4.92,0.98,3.27,2.16,2.79,2.96,4.11,3.32,2.98,1.17,4.11,3.61,
July,,,,3.68,5.57,1.88,3.59,6.47,3.11,5.18,4.69,4.49,4.02,5.96,3.66,1.94,6.62,5.46,6.23,6.17,5.61,2.88,3.49,3.63,4.16,3.35,3.1,,3.77,3.08,5.15,2.01,2.96,7.01,3.52,2.2,6.55,4.37,4.57,4.38,
August,,,,9.08,5.49,6,4.75,6.39,9.42,5.63,7.18,2.36,1.81,2.72,6.11,2.53,3.55,3.13,3.31,2.68,1.02,5.86,4.96,7.5,3.1,1.45,4.23,0.2,7.26,3.68,7.75,8.81,5.21,3.19,3.94,1.71,9.27,4.4,4.51,0.8,
September,,,,7.11,7.87,3.12,3.12,7.41,3.38,0.7,4.47,1.59,5.46,1.32,6.71,6.15,5.86,3.49,5.79,2.89,4.03,3.36,5.42,3.35,6.88,5.76,8.1,5.02,6.8,1.68,11.25,5.84,2.34,6.72,7.32,3.39,6.63,4.47,7.13,1.74,
October,,,,8.04,5.2,7.07,4.18,5.99,12.08,6.7,9.04,3.83,7.13,3.25,6.87,8.61,4.95,4.79,9.96,3.48,5.93,5.4,5.48,8.22,7.4,5.91,0.96,1.96,5.73,7.14,4.96,0.62,5.99,4.37,11.32,3.65,4.31,4.95,5.32,5.78,
November,,,,7.41,4.57,1.83,9.24,5.78,10.1,9.62,5.68,13.64,4.15,2.54,0.82,6.67,6.82,1.47,11.21,8.96,7.44,4.5,1.65,3.75,8.12,0.22,9.47,6.52,5.01,7.42,3.9,10.88,2.81,8.12,12.28,3.23,1.85,3.7,2.8,8.15,
December,,,,5.67,9.25,5.05,1.65,2.28,5.91,12.86,6.23,6.21,11.73,1.87,11.03,4.22,7.38,2.98,4.7,2.55,5.67,3.13,7.68,3.3,7.24,5.23,5.89,3.51,7.01,9.64,2.48,10.11,5.08,4.73,6.84,9.05,6.9,5.96,5.26,11.3,
Total,,,,60.1,58.61,50.68,54.97,58.78,80.7,56.62,59.15,56.33,56.36,41.38,58.16,48.5,55.67,45.26,68.47,50.82,47.08,39.49,53.67,59.59,54.51,48.86,52.64,,63.86,51.77,58.78,59.27,43.98,47.81,71.34,44.65,49.65,50.72,52.41,49.17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1947 Jun 3.68, Juy 5.72 total adopted from Threave therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960 March onwards all changed to -100 on re ord therefore removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 Oct ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
