"UPHALL (BEECRAIGS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5157,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.22,3.63,2.92,3.57,1.10,4.65,3.59,5.54,4.42,2.12,,
February,1.52,0.08,1.79,0.16,3.12,3.31,3.98,1.08,3.38,0.93,,
March,2.20,2.60,1.72,3.66,1.35,2.59,3.11,2.22,2.94,4.24,,
April,2.11,3.21,1.65,3.76,3.32,1.28,1.60,0.41,1.37,2.70,,
May,3.27,3.01,1.86,1.81,0.44,0.83,2.21,5.17,0.87,1.81,,
June,5.11,1.53,2.16,2.85,2.67,2.31,2.00,3.74,1.75,0.63,,
July,4.33,2.90,4.10,4.18,1.69,4.68,3.88,3.52,6.07,6.17,,
August,4.32,0.77,1.52,4.28,1.98,1.88,4.96,1.82,1.30,1.32,,
September,1.41,3.13,1.57,3.16,4.74,4.12,2.93,3.48,2.54,2.82,,
October,1.79,4.95,2.85,4.62,6.98,2.66,4.40,6.94,3.20,3.77,,
November,5.46,1.72,1.46,1.16,4.45,2.84,0.81,6.09,5.82,4.38,,
December,1.32,6.03,0.72,3.81,1.90,3.42,2.31,3.17,1.34,3.15,,
Total,34.06,33.56,24.32,37.02,33.74,34.57,35.78,43.18,35.00,34.04,,
Calc annual,34.06,33.56,24.32,37.02,33.74,34.57,35.78,43.18,35.00,34.04,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
