EAST-BARNET-SEWAGE-DISPOSAL-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ284938,Long,-0.146357,Lat,51.628372,Elevation,137,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,902/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.26,2.7,1.54,2.22,1.74,1.71,1.12,4.35,4.02,3.4,5.14,2.09,2.4,2.15,4.58,1.53,1.74,1.71,1.82,4.66,1.06,0.92,2.63,1.8,0.81,1,2.39,3.71,1.41,2.6,2.26,2.01
February,,,,,,,,,,0.62,1.2,1.93,0.21,1.44,0.29,2.78,1.8,4.28,0.5,0.83,1.5,2.25,1.07,1.37,0.9,1.43,2.8,1.54,1.44,1.21,3.47,5.55,0.75,1.78,2.48,1.68,0.27,3.2,2.65,0.06,2.3
March,,,,,,,,,,0.03,1.85,0.13,1.4,2.63,2.23,0.54,1.25,2.69,0.35,1.47,2.79,2.88,2.22,0.48,0.13,0.62,1.25,5.8,0.77,0.95,0.78,3.37,2.91,0.49,2.56,1.12,0.99,1.36,1.06,1.92,1.58
April,,,,,,,,,,1.32,1.98,3.67,2.6,0.98,2.08,2.92,1.32,2.98,0.11,2.91,1.51,1.73,1.43,1.36,1.49,1.14,1.4,1.74,1.73,1.39,1.98,3.08,1.34,2.71,0.23,0.44,1.2,0.24,1.38,2.5,0.36
May,,,,,,,,,,2,2.86,2.5,3.37,1.73,0.65,1.6,0.31,2.58,1.75,1.23,1.07,1.81,2.81,2.26,0.62,3.61,2.76,0.73,2.92,2.08,1.72,1.96,1.24,1.16,1.98,5.3,0.54,1.36,2.64,0.84,2.01
June,,,,,,,,,,1.2,0.97,1.17,0.76,1.59,0.87,4.04,,1.95,0.58,1.33,0.54,1.86,0.25,1.37,1.9,1.9,2.77,2.8,2.2,,1.59,0.84,1.28,1.34,4.15,2.1,2.49,0.97,5.2,0.87,1.26
July,,,,,,,,,,2.76,2.07,2.98,2.49,1.32,0.61,0.98,,0.56,1.45,2.37,2.43,3.27,1.8,1.28,1.55,2.91,3.35,1.62,0.84,,3.6,0.74,0.58,3.65,2.72,0.22,5.01,3.37,2.63,1.7,3.13
August,,,,,,,,,,1.53,3.37,4.33,1.42,0.55,2.23,1.99,0.59,0.8,1.27,3.11,0.16,5.57,2.5,1.39,2.27,1.09,4.52,0.1,2.92,2.05,2.06,3.62,3.04,1.77,3.34,1.19,4.76,2.2,2.84,1.65,2.68
September,,,,,,,,,,0.32,3.19,2.71,2.07,2.27,2.65,3.58,2.65,1.51,2.17,1.48,0.79,0.47,1.15,2.28,2.66,1.62,4.08,1.28,1.51,0.26,2.62,3.7,3.29,1.83,1.94,1.5,2.45,2.74,3.99,0.06,3.88
October,,,,,,,,,,3.44,1.38,0.62,4.87,1.4,1.34,2.73,1.79,2.59,3.1,5.58,2.96,0.84,3.97,2.22,3.43,3.38,1.4,0.14,2.16,5.17,0.34,0.96,2.69,3.15,2.46,3.51,2.91,2.05,2.73,1.88,5.69
November,,,,,,,,,,5.92,4.12,2.34,1.59,1.02,1.98,4.16,3.19,1.53,3.33,4.82,6.78,2.19,1.98,1.25,3.84,0.17,4.54,1.02,2.09,2.32,5.06,5.06,3.43,1.04,3.73,0.91,0.43,2.39,2.14,2.59,4.21
December,,,,,,,,,,5.41,2.41,1.01,0.56,0.46,5.76,2.97,2.08,3.61,3.5,1.17,1.28,1.69,2.69,1.43,1.35,3.02,1.98,2.51,2.55,1.5,1.64,1.74,2.38,0.64,1.7,2.11,3.27,1.12,3.11,3.78,2.87
Total,,,,,,,,,,25.81,28.1,24.93,23.56,17.13,22.4,29.41,,29.1,21.51,31.44,23.9,26.96,24.02,21.27,21.67,22.63,32.56,21.1,25.79,,25.78,33.25,24.73,20.37,28.29,22.47,28.03,22.41,32.97,20.11,31.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 Jun Jul estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949 Jun Jul estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
