DRAYTON HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG182137,Long,1.2269,Lat,52.6772,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.08,3.13,1.8,1.97,2.23,2.72,2.08,2,4.73,1.82,2.37,1.19,2.44,2.19,3.51,1.86,1.78,2.33,1.06,0.93,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.58,2.87,4.24,0.97,0.95,3.18,0.56,0.45,2.64,3.42,1.75,1.49,1.81,2.12,1.35,0.69,1.28,2.95,1.03,2.25,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.57,2.61,3.97,2.76,0.77,1.88,1.13,1.12,2.08,1.59,0.89,2.15,0.28,1.79,0.84,0,1.37,0.8,2.27,2.25,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.69,0.79,2.19,2.08,3.5,1.74,3.38,1.68,2.59,0.9,1.92,2.27,2.5,1.37,1.15,1.24,1.44,3.43,2.79,1.27,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.12,1.8,2.3,0.58,0.72,0.61,2.44,1.29,0.91,1.5,3.7,1.97,1.21,0.79,1.74,1.31,3.08,4.02,4.12,1.92,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2,1.29,4.1,1.29,1.13,1.57,2.06,0.48,1.77,0.92,2.14,0.47,2.62,4.5,2.62,0.91,1.33,1.72,0.23,2.17,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.35,3.55,1.63,2.19,3.23,3.04,3,0.3,5.82,3.05,2.15,1.32,1.65,2.31,1.65,3.92,3.85,3.74,2.56,0.79,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1,2.33,2.6,4.69,1.21,2.18,2.39,1.43,1.58,2.72,2.08,2.22,1.93,3.08,1.42,1.41,2.4,3.22,1.94,0.81,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.27,1.45,1.83,2.17,4.41,0.87,2.82,1.26,2.77,1.58,4,2.42,0.38,5.02,0.78,0.61,5.34,2.21,2.06,2.09,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.38,2,2.52,3.72,2.44,3.42,0.73,1.75,1.54,3.74,4.28,1.91,2.87,2.64,2.53,3.6,0.71,1.3,4.31,3.32,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
