"NOTTINGHAM THE CASTLE",,,,,,,,,,,,
Grid ref,SK568395,Long,-1.156075,Lat,52.949884,,,,,,,
Station no,2604,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.61,1.13,1.72,1.90,2.42,0.81,2.88,1.15,1.28,1.00,,
February,3.43,1.01,1.72,0.89,2.45,0.83,2.49,1.39,1.55,0.68,,
March,0.75,2.10,1.20,3.02,1.60,2.50,1.49,1.36,2.71,3.15,,
April,0.78,1.36,1.81,1.68,1.21,1.53,0.42,2.14,2.13,1.30,,
May,1.59,0.93,2.06,3.41,1.55,0.60,1.78,3.20,2.14,1.05,,
June,4.06,0.97,1.37,1.91,0.31,2.64,2.00,2.56,1.43,2.24,,
July,1.73,3.25,1.06,2.01,2.21,1.25,0.54,2.47,3.16,3.87,,
August,3.74,1.24,4.47,5.44,3.00,3.30,1.08,2.40,3.12,2.60,,
September,0.67,0.86,1.30,2.89,1.94,1.67,0.98,0.78,1.46,2.72,,
October,2.25,1.78,2.17,6.45,0.45,1.44,4.76,3.61,0.99,2.83,,
November,2.11,1.67,1.21,1.88,1.04,2.74,2.83,1.82,1.31,0.64,,
December,3.81,4.14,1.43,0.89,1.55,0.70,2.69,2.77,1.42,3.97,,
Total,28.53,20.44,21.52,32.37,19.73,20.01,23.94,25.65,22.70,26.05,,
Calc annual,28.53,20.44,21.52,32.37,19.73,20.01,23.94,25.65,22.70,26.05,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
