"LERWICK (FORT CHARLOTTE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5830,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.42,6.22,3.78,5.38,4.14,5.34,5.22,6.94,7.65,2.67,5.80,
February,5.82,4.03,3.22,4.51,3.99,6.29,4.62,3.22,5.36,1.96,1.57,
March,6.01,5.06,2.37,0.94,3.22,2.69,6.09,4.07,2.38,1.20,2.91,
April,1.98,2.61,2.19,1.76,5.41,2.89,1.68,6.03,1.58,1.48,2.17,
May,2.96,2.54,3.55,4.09,3.34,2.22,2.19,1.84,1.22,1.88,1.52,
June,0.75,0.92,1.51,2.22,2.23,1.00,1.41,2.85,3.69,2.17,2.98,
July,3.45,2.09,4.01,-999.00,4.00,1.66,1.12,1.96,2.03,1.13,2.51,
August,1.25,1.91,4.42,4.18,1.75,2.39,3.74,1.25,3.02,4.51,4.36,
September,2.34,3.53,4.15,5.34,4.07,3.74,4.85,3.60,2.52,4.26,3.27,
October,0.42,4.58,1.83,4.74,3.05,4.72,2.68,3.56,5.78,8.70,4.74,
November,5.64,2.84,4.80,7.43,2.70,2.42,4.81,6.05,5.32,7.89,4.82,
December,3.81,5.59,3.84,5.22,7.75,4.00,4.61,1.59,5.86,8.13,5.48,
Total,39.85,41.92,39.67,47.68,45.65,39.36,43.02,42.96,46.41,45.98,42.13,
Calc annual,39.85,41.92,39.67,45.81,45.65,39.36,43.02,42.96,46.41,45.98,42.13,
Difference,0.00,0.00,0.00,1.87,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
