"TROWBRIDGE ROAD ASHTON",,,,,,,,,,,,
Grid ref,ST886560,Long,-2.164911,Lat,51.303005,,,,,,,
Station no,RR4102,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.34,1.87,1.28,3.72,3.19,0.71,4.39,0.92,1.71,1.24,,
February,5.19,1.35,0.94,2.04,4.19,0.69,2.71,1.50,1.45,0.71,,
March,1.59,2.25,1.68,4.06,2.04,3.84,1.56,0.91,3.81,4.11,,
April,1.46,2.45,1.92,2.96,1.62,2.57,1.06,3.88,2.66,1.76,,
May,1.84,1.59,2.42,5.08,2.50,0.29,1.61,2.77,1.96,1.03,,
June,1.95,1.43,3.45,5.36,1.21,4.10,2.96,2.26,0.60,4.20,,
July,1.35,1.60,1.40,3.07,3.46,0.82,0.77,2.83,2.43,2.85,,
August,4.17,1.91,3.60,4.77,2.95,4.07,1.74,2.55,3.85,2.88,,
September,0.74,1.53,1.53,2.27,1.74,1.69,0.84,0.69,3.02,3.26,,
October,2.90,1.67,1.98,7.49,1.03,1.78,6.47,6.04,2.05,6.09,,
November,2.57,0.80,2.66,2.02,1.91,3.37,3.26,2.81,1.33,1.14,,
December,5.08,5.83,2.03,2.98,2.85,1.12,2.09,5.32,2.85,4.72,,
Total,32.18,24.28,24.89,45.82,28.69,25.05,29.46,32.48,27.72,33.99,,
Calc annual,32.18,24.28,24.89,45.82,28.69,25.05,29.46,32.48,27.72,33.99,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
