"AMBERGATE RESERVOIR NO. 61",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2666,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.76,3.71,4.39,1.70,2.31,2.92,3.11,1.86,6.70,1.39,4.26,
February,2.71,0.34,3.19,5.42,1.00,3.41,2.72,1.75,3.36,0.29,0.90,
March,2.12,1.67,2.15,1.90,1.31,0.97,1.19,2.92,2.42,0.32,2.83,
April,5.50,0.91,2.87,2.40,2.17,2.01,1.71,2.11,0.75,1.26,3.11,
May,2.60,1.71,0.50,3.27,3.50,3.97,2.30,1.32,1.24,2.08,1.38,
June,2.75,0.26,1.49,0.51,2.41,0.00,1.90,4.74,3.59,1.23,1.30,
July,5.29,0.67,4.15,4.47,3.38,1.65,1.60,2.72,1.07,2.23,6.12,
August,1.12,3.52,6.66,2.69,3.10,2.53,2.90,4.53,3.71,2.57,2.22,
September,1.53,1.23,2.35,2.59,3.06,4.21,1.24,4.56,0.40,0.75,4.37,
October,2.40,4.34,0.62,2.10,4.90,4.06,2.40,2.93,5.54,3.88,2.97,
November,1.13,1.79,1.17,1.72,1.58,2.31,0.79,2.72,4.62,6.74,3.55,
December,3.00,3.08,3.74,2.92,2.90,3.04,1.16,2.74,2.83,4.53,2.51,
Total,33.91,23.23,33.28,31.69,31.62,31.08,23.02,34.90,36.23,27.27,35.52,
Calc annual,33.91,23.23,33.28,31.69,31.62,31.08,23.02,34.90,36.23,27.27,35.52,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
