"AMBERGATE RESERVOIR NO. 61",,,,,,,,,,,,
Grid ref,SK350526,Long,-1.479097,Lat,53.069497,,,,,,,
Station no,2666,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.09,3.66,1.14,1.89,3.66,6.10,2.57,4.46,3.86,6.04,,
February,3.97,1.00,2.32,3.19,2.73,1.52,3.38,5.18,0.17,3.39,,
March,4.74,2.71,2.41,3.42,3.50,1.36,3.41,2.34,2.28,2.01,,
April,1.78,2.60,3.18,0.54,1.51,1.76,0.10,1.19,3.87,1.86,,
May,3.82,3.16,2.48,3.60,3.30,0.86,1.15,3.38,0.53,1.92,,
June,1.67,2.83,2.83,5.03,4.31,4.19,1.60,4.89,0.91,2.51,,
July,0.66,1.20,2.89,2.61,0.80,4.34,4.66,4.69,1.86,3.38,,
August,6.18,2.01,3.65,4.61,0.53,6.21,5.94,2.30,1.05,4.93,,
September,2.65,2.42,1.19,5.19,0.84,3.59,7.25,3.61,0.09,5.13,,
October,0.73,4.51,2.43,5.01,2.51,1.54,2.65,3.08,2.67,7.55,,
November,8.48,1.96,2.69,6.47,3.43,1.21,2.81,1.18,4.01,4.68,,
December,3.42,3.72,1.40,4.23,3.76,4.96,3.23,4.29,5.98,4.34,,
Total,41.19,31.78,28.61,45.79,30.88,37.64,38.75,40.59,27.28,47.74,,
Calc annual,41.19,31.78,28.61,45.79,30.88,37.64,38.75,40.59,27.28,47.74,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
