AMBERGATE-RES-BOWMER-ROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK350526,Long,-1.479097,Lat,53.069497,Elevation,680,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.53,3.01,1.23,2.98,2.5,4.28,3.76,3.71,4.39,1.7,2.31,2.92,3.11,1.86,6.7,1.39,4.26,2.31,2.49,2.51,2.55,1.34,3.52,4.69,4.06,5.48,2.8,4.18,3.46,4.94,4,3.02,3.83,2.83,6.91,1.47,1.07,3.09,3.66,1.14,1.89,3.66,6.1,2.57,4.46,3.86,6.04
February,,,,,1.65,3.27,5.5,0.71,2.68,3.06,2.71,0.34,3.19,5.42,1,3.41,2.72,1.75,3.36,0.29,0.9,3.33,0.47,2.53,0.68,3.53,2.36,4.31,1.19,2.06,2.7,3.46,1.12,1.28,1.59,3.77,4.56,,2.31,1.31,6.46,3.97,1,2.32,3.19,2.73,1.52,3.38,5.18,0.17,3.39
March,,,,,2.47,0.79,4.9,1.81,1.37,4.94,2.12,1.67,2.15,1.9,1.31,0.97,1.19,2.92,2.42,0.32,2.83,0.35,1.7,2.55,2.07,0.9,2.49,2.42,0.25,2.18,2.52,3.1,2.28,0.94,0.36,0.97,1.1,6,1.1,1.86,1.35,4.74,2.71,2.41,3.42,3.5,1.36,3.41,2.34,2.28,2.01
April,,,,,0.98,0.85,1.58,1.25,1.49,1.43,5.5,0.91,2.87,2.4,2.17,2.01,1.71,2.11,0.75,1.26,3.11,3.87,2.85,1.17,2.01,3.25,2.01,2.46,0.19,1.82,2.01,1.78,1.6,1.26,2.57,2.13,1.13,2.56,1.74,3.17,3.52,1.78,2.6,3.18,0.54,1.51,1.76,0.1,1.19,3.87,1.86
May,,,,,1.7,1.24,2.21,2.05,2.9,1.56,2.6,1.71,0.5,3.27,3.5,3.97,2.3,1.32,1.24,2.08,1.38,3.24,6.65,2.06,1.07,0.42,0.43,2.86,2.24,1.38,1.73,2.61,4,3.91,1.25,2.64,1.58,1.49,2.2,2.3,1.69,3.82,3.16,2.48,3.6,3.3,0.86,1.15,3.38,0.53,1.92
June,,,,,1.94,1.17,2.1,2.18,0.7,0.87,2.75,0.26,1.49,0.51,2.41,0,1.9,4.74,3.59,1.23,1.3,3.97,0.77,2.19,0.87,4.78,3.41,1.58,1.9,2.4,0.86,0.38,0.7,2.02,2.81,3.42,3.35,1.89,3.15,0.99,1.75,1.67,2.83,2.83,5.03,4.31,4.19,1.6,4.89,0.91,2.51
July,,,,,3.46,4.85,2.09,1.64,3.07,1.99,5.29,0.67,4.15,4.47,3.38,1.65,1.6,2.72,1.07,2.23,6.12,3.52,3.32,2.45,1.86,1.7,5.14,2.76,4.79,5.07,3.48,3.28,2.46,1.75,3.61,1.99,2.46,1.78,1.68,4,2.61,0.66,1.2,2.89,2.61,0.8,4.34,4.66,4.69,1.86,3.38
August,,,,,2.77,2.67,1.73,5.1,2.91,2.75,1.12,3.52,6.66,2.69,3.1,2.53,2.9,4.53,3.71,2.57,2.22,3.87,2.02,0.35,1.56,2.02,1.04,0.66,1.67,2.61,0.43,4.04,3.36,2.71,4.09,1.95,5.09,0.56,4.28,2.05,3.48,6.18,2.01,3.65,4.61,0.53,6.21,5.94,2.3,1.05,4.93
September,,,,,1.29,0.68,2,1.51,6.77,2.27,1.53,1.23,2.35,2.59,3.06,4.21,1.24,4.56,0.4,0.75,4.37,3.16,2.47,0.92,2.37,3.75,3.9,1.6,3.11,1.28,1.34,0.29,2,2.92,4.6,1.36,4.29,,2.02,1.52,3.83,2.65,2.42,1.19,5.19,0.84,3.59,7.25,3.61,0.09,5.13
October,,,,,2.71,1.65,2.95,4.86,1.67,3.02,2.4,4.34,0.62,2.1,4.9,4.06,2.4,2.93,5.54,3.88,2.97,0.47,4.1,4.86,2.08,3.68,2.44,2.62,4.2,4.3,5.32,3.04,2.71,2.18,3.41,4.61,0.93,0.33,2.3,5.02,1.5,0.73,4.51,2.43,5.01,2.51,1.54,2.65,3.08,2.67,7.55
November,,,,,3.5,2.77,3.43,1.78,1.65,2.05,1.13,1.79,1.17,1.72,1.58,2.31,0.79,2.72,4.62,6.74,3.55,4.39,2.04,1.37,2.08,5.54,3.15,1.81,4.49,5.59,7.53,3.63,1.19,2.92,6.06,0.49,6.64,2.41,1.64,4.41,4.86,8.48,1.96,2.69,6.47,3.43,1.21,2.81,1.18,4.01,4.68
