SUNDERLAND THE HALL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7498,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.66,0.90,1.97,2.58,1.00,1.59,1.13,4.78,1.77,1.98,,
February,1.29,1.66,1.48,0.35,1.96,1.49,1.43,0.60,0.70,1.11,,
March,1.13,3.09,3.21,1.13,2.77,1.20,2.83,2.31,1.12,1.97,,
April,0.94,1.74,1.07,0.87,1.72,0.94,2.21,1.09,2.23,1.47,,
May,2.37,0.96,1.79,1.33,1.80,4.74,1.01,2.57,1.23,2.86,,
June,2.87,2.05,3.28,3.68,1.48,0.80,2.04,1.66,0.46,1.27,,
July,3.05,3.79,1.93,1.17,0.96,1.87,1.04,3.69,1.01,1.09,,
August,2.05,1.54,1.77,2.99,1.19,3.32,2.24,2.18,2.02,1.58,,
September,2.26,2.26,0.98,2.15,1.25,0.56,3.66,2.24,4.20,3.68,,
October,2.12,1.15,1.77,3.19,4.94,5.53,0.87,1.15,2.11,3.01,,
November,3.05,4.19,1.00,3.15,1.57,2.41,2.00,0.62,2.52,2.18,,
December,4.60,1.16,1.34,2.34,3.12,1.61,1.68,1.61,4.13,3.16,,
Total,29.39,24.49,21.59,24.93,23.76,26.06,22.14,24.50,23.50,25.36,,
Calc annual,29.39,24.49,21.59,24.93,23.76,26.06,22.14,24.50,23.50,25.36,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
