REDWICK-MIX-PORTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST390826,Long,-2.8809274,Lat,51.538989,Elevation,27,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,4.07,0.49,1.73,0.89,4.5,4.02,1.67,1.66,3.48,3.6,0.59,5.04,2.18,2.4,,,,,,1.44,2.42,1.99,0.63,3.61,4.09,4.36,3.5,3.07,1.18,,,,,,,
February,,,,,,0,0.41,3.32,1.45,3.57,5.73,0.54,1.25,1.42,4,0.49,2.28,1.51,1.45,,,,,,2.51,2.87,3.67,1.27,1.71,3.66,1.13,0.17,2.75,6.14,,,,,,,
March,,,,,,2.5,3.42,3.48,0.83,0.96,0.79,1.64,1.88,3.73,1.6,3.67,2.14,1.05,2.83,,,,,,3.69,1.08,3.34,3.03,1.71,4.8,2.73,1.77,2.61,1.26,,,,,,,
April,,,,,,2.68,0.42,3.54,1.62,3.56,1.04,3.53,1.69,2.09,1.62,2.26,0.81,3.12,2.76,,,,,,1.67,0.75,1,1.29,1.86,1.41,3.4,0.42,1.57,1.55,,,,,,,
May,,,,,,0.14,0.27,1.59,2.42,1.83,1.7,0.83,1.81,3.67,2.6,0.09,2.5,2.02,1.3,,,,,,1.79,2.33,3.8,2.2,1.84,0.32,2.2,1.72,0.55,1.18,,,,,,,
June,,,,,,1.9,1.65,2.7,1.15,1.13,1.29,2.35,2.64,2.08,0.9,3.34,2.89,3.23,0.73,,,,,,2.79,1.41,2.29,2.83,0.74,0.77,2.73,0.09,0.35,0.64,,,,,,,
July,,,,,,3.05,0.84,1.69,0.58,0.16,1.61,1.73,0.96,3.05,3.35,0.76,0.59,1.77,2.21,,,,,,3.9,3.57,0.72,1.67,3.53,1.7,3.88,0.69,3.7,2.04,,,,,,,
August,,,,,5.42,2.67,1.32,4.47,2.17,2.23,2.66,2.68,3.36,3.31,2.2,3.63,1.8,1.9,5.32,,,,,,2.46,1.69,3.99,7.45,2.05,2.63,1.56,2.22,3.25,1.61,,,,,,,
September,,,,,2.51,0.83,6.51,3.46,1.42,1.9,0.8,1.88,2.12,2.82,1.7,0.98,0.76,0.82,2.53,,,,,,1.84,0.73,0.89,2.8,7.04,2.34,2.07,2.8,1.61,1.71,,,,,,,
October,,,,,2.82,3.39,3.04,1.24,6.55,2.63,3.75,1.54,2.45,7.05,1.03,1.84,5.01,5.55,2.34,,,,,,1.67,3.37,5,4.15,1.44,2.47,2.41,1.75,0.95,4.24,,,,,,,
November,,,,,3.88,3.87,0.69,1.61,2.65,2.57,2.79,0.67,2.69,1.54,2.04,2.84,2.47,2.95,0.97,,,,,,3.39,2.38,2.29,0.92,2.04,1.57,2.25,2.87,1.3,2.07,,,,,,,
December,,,,,2.8,2.51,3.88,3.9,3.07,2.59,5.45,5.15,2.74,2.56,2.46,1.01,1.47,5.8,2.19,,,,,,6.22,5.8,3.23,1.24,4.1,5.1,3.18,1.96,5.28,1.68,,,,,,,
Total,,,,,,27.61,22.94,32.73,24.8,27.63,31.63,24.21,25.25,36.8,27.1,21.5,27.76,31.9,27.03,,,,,,33.37,28.4,32.21,29.48,31.67,30.86,31.9,19.96,26.99,25.3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Porton House. Altitudes match. The NGR matches the relationship to the church and is on the coast as noted on the record. Long/lat on 1910s record is consistent with this NGR. Caldicot Level (moor?) is 4 miles east! Gauge moved to Redwick in 1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
