"MARSDEN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3196,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.54,8.34,4.44,4.54,4.45,6.95,4.77,4.45,11.73,1.95,8.98,
February,6.93,1.51,6.19,5.59,2.07,7.52,4.43,2.15,8.25,1.79,1.23,
March,4.22,5.12,5.70,6.08,1.90,2.25,2.60,3.71,2.62,1.18,3.56,
April,7.09,2.33,4.30,3.87,2.17,2.05,2.00,9.50,1.98,0.94,3.79,
May,5.03,2.50,2.04,5.71,6.22,4.57,4.05,1.52,1.98,4.82,3.48,
June,5.41,0.23,3.44,1.90,3.59,0.55,5.00,3.77,5.63,1.43,2.11,
July,9.80,1.79,5.12,2.34,3.80,2.15,3.02,4.14,3.01,1.09,6.27,
August,3.20,7.61,7.00,8.76,6.14,3.98,5.09,6.43,5.95,6.60,7.85,
September,1.89,1.15,5.35,5.05,6.26,3.58,2.86,8.49,0.71,1.07,5.55,
October,0.56,2.90,1.35,4.69,7.41,8.11,6.22,5.10,4.55,5.58,7.66,
November,2.85,2.92,3.34,10.97,3.11,3.08,5.95,6.20,10.35,11.48,6.18,
December,4.90,8.29,6.80,4.34,4.88,2.46,2.68,2.21,3.03,7.97,2.66,
Total,57.42,44.69,55.07,63.84,52.00,49.25,48.67,57.67,59.79,45.90,59.32,
Calc annual,57.42,44.69,55.07,63.84,52.00,47.25,48.67,57.67,59.79,45.90,59.32,
Difference,0.00,0.00,-0.00,0.00,-0.00,2.00,0.00,-0.00,-0.00,0.00,-0.00,
