MARSDEN RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE039119,Long,-1.9425364,Lat,53.603649,Elevation,657,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,5.54,8.34,4.44,4.54,4.45,6.95,4.77,4.45,11.73,1.95,8.98,7.65,6.75,2.75,4.4,3.23,6.18,5.83,6.84,7.82,3.55,4.35,5.91,7.45,8.75,4.69,6.43,6,15.33,3.54,3.52,5.99,6.37,2.46,4.67,3.96,7.13,4.3,5.4,5.3,7.79
February,,,,,,,,,,2.05,6.93,1.51,6.19,5.59,2.07,7.52,4.43,2.15,8.25,1.79,1.23,7.3,0.38,3.39,0.68,7.42,2.61,6.93,2.45,4.8,2.58,6.78,2.1,5.77,2.3,6.27,8.5,1.46,4.48,3.18,7.54,4.57,1.93,2.85,4.53,3.37,1.74,4.04,8.19,0.63,3.94
March,,,,,,,,,,8.31,4.22,5.12,5.7,6.08,1.9,2.25,2.6,3.71,2.62,1.18,3.56,0.55,1.55,2.62,4.89,3.57,3.93,5.73,2.42,6.89,4.68,6.51,3.45,0.61,1.11,1.78,1.94,7.91,1.58,2.49,2.81,7.26,3.03,3.29,3.55,3.09,2.02,4.15,3.72,2.59,2.19
April,,,,,,,,,,5.09,7.09,2.33,4.3,3.87,,2.05,2,9.5,1.98,0.94,3.79,3.98,6.72,1.02,2.61,4.86,3.17,3.14,1.75,3.4,3.17,3.5,4.34,4.75,3.68,3.32,2,5.17,3.95,4.87,5.07,3.75,4.28,4.7,0.99,2.03,3.89,0.61,1.76,6.2,3.27
May,,,,,,,,,,1.51,5.03,2.5,2.04,5.71,,4.57,4.05,1.52,1.98,4.82,3.48,4.14,4.93,1.31,4.35,1.27,1,2.97,1.49,2.26,1.78,3.51,5.35,3.02,4.41,3.2,2.13,3.5,1.25,3.59,3.01,3.78,2.38,2.82,4.26,5.95,2.18,1.48,4.84,2.38,2.89
June,,,,,,,,,,2.37,5.41,0.23,3.44,1.9,3.59,0.55,5,3.77,5.63,1.43,2.11,6.55,0.74,2.85,2.75,4.47,6.38,2.72,6.14,4.18,0.78,1.36,1.6,4.16,3.52,7.4,4.51,5.58,4.56,0.69,2.25,3.75,4.12,3.17,3.49,4.2,3.68,2.37,6.6,2.44,2.07
July,,,,,,,,,,3.53,9.8,1.79,5.12,2.34,3.8,2.15,3.02,4.14,3.01,1.09,6.27,6.35,4.31,2.95,2.35,1.82,4.67,3.23,6.66,5.68,4.88,1.33,5.34,3.93,3.46,1.48,6.25,2.78,2.56,3.82,4.77,3.92,2.88,7.43,6.21,1.32,8.54,5.39,5.82,4.08,7.25
August,,,,,,,,,,4.45,3.2,7.61,7,8.76,6.14,3.98,5.09,6.43,5.95,6.6,7.85,6.66,2.58,2.66,5.17,2.33,2.51,1.43,4.3,5.13,3.07,9.45,4.79,6.32,4.82,3.86,6.63,0.8,6.79,3.22,5.78,7.21,5.63,5.95,6.29,1.19,13.9,5.93,5.22,0.56,7.71
September,,,,,,,,,,3.35,1.89,1.15,5.35,5.05,6.26,3.58,2.86,8.49,0.71,1.07,5.55,4.84,5.85,2.67,2.74,6.65,5.63,2.28,2.8,1.86,5.83,0.63,4.82,6.17,6.71,3.4,7.68,3.45,4,1.64,8.38,3.33,4.63,3.86,7.95,3.43,5.13,7.62,6.5,0.49,3.38
October,,,,,,,,,,3.15,0.56,2.9,1.35,4.69,7.41,8.11,6.22,5.1,4.55,5.58,7.66,2.83,7.95,4.9,5.73,8.53,6.73,3.08,12.45,2.47,4.73,7.31,7.59,3.44,4.77,8.05,1.44,1.97,3.61,4.86,2.84,1.61,6.96,2.25,9.28,3.4,3.78,7.77,5.23,5.65,6.56
November,,,,,,,,,,3.99,2.85,2.92,3.34,10.97,3.11,3.08,5.95,6.2,10.35,11.48,6.18,6.28,3.57,2.58,5.33,12.27,8.6,2.77,5.13,4.77,10.54,3.94,1.01,3.57,10.5,0.43,9.9,9.3,2.49,8.14,8,11.13,2.7,5.88,8.08,2.66,2.44,3.74,1.55,5.86,7.71
December,,,,,,,,,,9.47,4.9,8.29,6.8,4.34,,2.46,2.68,2.21,3.03,7.97,2.66,3.05,3.35,0.18,5.51,4.58,5.43,4.06,7.32,9.7,4.74,3.1,5.3,5.01,6.04,3.08,4.37,3.15,4.42,10.08,4.39,10.03,5.33,2.53,8.72,7.39,5.35,6.42,5.55,9.82,6.27
Total,,,,,,,,,,,57.42,44.69,55.07,63.84,,47.25,48.67,57.67,59.79,45.9,59.32,60.18,48.68,29.88,46.51,61,56.84,44.17,59.75,58.96,50.33,51.77,51.6,54.2,60.07,46.96,61.78,51.07,55.02,50.12,58.36,66.33,50.24,47.19,68.02,41.99,59.78,53.82,60.38,46,61.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1919 Jan 5"" and total estimated therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1924 Apr 2.17, May 6.22, Dec 4.88 and total estimated therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 arithmetic incorrect on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 gauge moved 200 yds NE on 26 Jan 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 June/July; Aug/Sept; Nov/Dec apportioned but total accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 Jun/July and Oct/Nov apportioned but total accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR on 1950s record (SE046121) is at 900ft and well up a steep hillside away from anything.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sketch of location on 1920s record and elevation throughout suggests SE039119 is a better NGR for location and is used above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
